loggingTime(txt),loggingSample(N),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),
25:19.3,2319,232813.7756,-0.055496216,0.998077393,0.061447144,standing
25:19.3,2320,232813.7857,-0.053985596,0.994750977,0.065750122,standing
25:19.3,2321,232813.7957,-0.054428101,0.992050171,0.066268921,standing
25:19.3,2322,232813.8057,-0.054321289,0.992141724,0.065383911,standing
25:19.3,2323,232813.8157,-0.052886963,0.991989136,0.063781738,standing
25:19.4,2324,232813.8257,-0.051849365,0.993270874,0.064178467,standing
25:19.4,2325,232813.8357,-0.050979614,0.995117188,0.065292358,standing
25:19.4,2326,232813.8457,-0.049987793,0.996002197,0.065170288,standing
25:19.4,2327,232813.8557,-0.049987793,0.997329712,0.065383911,standing
25:19.4,2328,232813.8657,-0.051696777,0.999481201,0.064086914,standing
25:19.4,2329,232813.8757,-0.053466797,0.99949646,0.062805176,standing
25:19.4,2330,232813.8857,-0.053543091,0.999847412,0.062942505,standing
25:19.4,2331,232813.8958,-0.053726196,0.99911499,0.064285278,standing
25:19.4,2332,232813.9058,-0.052566528,0.997955322,0.066635132,standing
25:19.5,2333,232813.9158,-0.052246094,0.997329712,0.066238403,standing
25:19.5,2334,232813.9258,-0.051940918,0.997970581,0.066009521,standing
25:19.5,2335,232813.9358,-0.052902222,0.996398926,0.067123413,standing
25:19.5,2336,232813.9458,-0.054489136,0.995223999,0.066879272,standing
25:19.5,2337,232813.9558,-0.056884766,0.996170044,0.065979004,standing
25:19.5,2338,232813.9658,-0.057525635,0.9974823,0.064025879,standing
25:19.5,2339,232813.9758,-0.056442261,0.995925903,0.064788818,standing
25:19.5,2340,232813.9858,-0.054718018,0.993301392,0.066543579,standing
25:19.5,2341,232813.9958,-0.053878784,0.992446899,0.067977905,standing
25:19.5,2342,232814.0059,-0.054092407,0.993637085,0.067901611,standing
25:19.6,2343,232814.0159,-0.054992676,0.996383667,0.06640625,standing
25:19.6,2344,232814.0259,-0.055648804,0.998458862,0.066986084,standing
25:19.6,2345,232814.0359,-0.0574646,0.998016357,0.068832397,standing
25:19.6,2346,232814.0459,-0.058258057,0.997085571,0.069351196,standing
25:19.6,2347,232814.0559,-0.057449341,0.99559021,0.068145752,standing
25:19.6,2348,232814.0659,-0.056167603,0.995254517,0.067184448,standing
25:19.6,2349,232814.0759,-0.053970337,0.995040894,0.066558838,standing
25:19.6,2350,232814.0859,-0.051986694,0.994934082,0.066009521,standing
25:19.6,2351,232814.0959,-0.051452637,0.995544434,0.06590271,standing
25:19.6,2352,232814.1059,-0.051635742,0.995697021,0.068130493,standing
25:19.7,2353,232814.1159,-0.052886963,0.996536255,0.067825317,standing
25:19.7,2354,232814.126,-0.055419922,0.997314453,0.067138672,standing
25:19.7,2355,232814.136,-0.057357788,0.996902466,0.065200806,standing
25:19.7,2356,232814.146,-0.05859375,0.996948242,0.066864014,standing
25:19.7,2357,232814.156,-0.057846069,0.996734619,0.066162109,standing
25:19.7,2358,232814.166,-0.058181763,0.99659729,0.066329956,standing
25:19.7,2359,232814.176,-0.05682373,0.996536255,0.068344116,standing
25:19.7,2360,232814.186,-0.057907104,0.99621582,0.06842041,standing
25:19.7,2361,232814.196,-0.056900024,0.996398926,0.068695068,standing
25:19.7,2362,232814.206,-0.056610107,0.997772217,0.068756104,standing
25:19.8,2363,232814.216,-0.057159424,0.99822998,0.068634033,standing
25:19.8,2364,232814.226,-0.057571411,0.995681763,0.069503784,standing
25:19.8,2365,232814.2361,-0.05581665,0.994522095,0.067718506,standing
25:19.8,2366,232814.2461,-0.055862427,0.995849609,0.067962646,standing
25:19.8,2367,232814.2561,-0.056121826,0.996109009,0.069091797,standing
25:19.8,2368,232814.2661,-0.057891846,0.996109009,0.068847656,standing
25:19.8,2369,232814.2761,-0.059875488,0.995895386,0.068161011,standing
25:19.8,2370,232814.2861,-0.060836792,0.996612549,0.067077637,standing
25:19.8,2371,232814.2961,-0.059906006,0.998718262,0.067932129,standing
25:19.8,2372,232814.3061,-0.059646606,0.999084473,0.066741943,standing
25:19.9,2373,232814.3161,-0.058151245,0.997848511,0.06678772,standing
25:19.9,2374,232814.3261,-0.05708313,0.997390747,0.065658569,standing
25:19.9,2375,232814.3361,-0.056488037,0.996994019,0.067932129,standing
25:19.9,2376,232814.3462,-0.056594849,0.995742798,0.067459106,standing
25:19.9,2377,232814.3562,-0.057571411,0.99420166,0.068237305,standing
25:19.9,2378,232814.3662,-0.058853149,0.993011475,0.068817139,standing
25:19.9,2379,232814.3762,-0.060562134,0.991958618,0.070114136,standing
25:19.9,2380,232814.3862,-0.060516357,0.990570068,0.069763184,standing
25:19.9,2381,232814.3962,-0.059631348,0.9896698,0.069564819,standing
25:19.9,2382,232814.4062,-0.05947876,0.991699219,0.068878174,standing
25:20.0,2383,232814.4162,-0.057647705,0.995483398,0.069320679,standing
25:20.0,2384,232814.4262,-0.054840088,0.998153687,0.06980896,standing
25:20.0,2385,232814.4362,-0.05480957,0.998626709,0.070129395,standing
25:20.0,2386,232814.4462,-0.056167603,0.998168945,0.070327759,standing
25:20.0,2387,232814.4563,-0.057510376,0.997817993,0.069381714,standing
25:20.0,2388,232814.4663,-0.059402466,0.996322632,0.069244385,standing
25:20.0,2389,232814.4763,-0.06036377,0.997055054,0.069320679,standing
25:20.0,2390,232814.4863,-0.060821533,0.998077393,0.069091797,standing
25:20.0,2391,232814.4963,-0.060562134,0.999893188,0.068481445,standing
25:20.0,2392,232814.5063,-0.059738159,0.998962402,0.069442749,standing
25:20.1,2393,232814.5163,-0.059204102,0.997131348,0.070861816,standing
25:20.1,2394,232814.5263,-0.06036377,0.996536255,0.070022583,standing
25:20.1,2395,232814.5363,-0.059936523,0.99357605,0.071304321,standing
25:20.1,2396,232814.5463,-0.059967041,0.990356445,0.070251465,standing
25:20.1,2397,232814.5564,-0.059463501,0.988952637,0.072311401,standing
25:20.1,2398,232814.5664,-0.059631348,0.990829468,0.07081604,standing
25:20.1,2399,232814.5764,-0.058883667,0.994354248,0.069366455,standing
25:20.1,2400,232814.5864,-0.058029175,0.997619629,0.070648193,standing
25:20.1,2401,232814.5964,-0.056060791,0.998382568,0.069839478,standing
25:20.1,2402,232814.6064,-0.052505493,0.998748779,0.068450928,standing
25:20.2,2403,232814.6164,-0.053344727,0.996398926,0.0677948,standing
25:20.2,2404,232814.6264,-0.052429199,0.995422363,0.067718506,standing
25:20.2,2405,232814.6364,-0.054122925,0.994277954,0.065338135,standing
25:20.2,2406,232814.6464,-0.056655884,0.996887207,0.064315796,standing
25:20.2,2407,232814.6564,-0.057403564,0.998748779,0.065887451,standing
25:20.2,2408,232814.6665,-0.057357788,0.998748779,0.065948486,standing
25:20.2,2409,232814.6765,-0.055404663,0.998764038,0.066223145,standing
25:20.2,2410,232814.6865,-0.053939819,0.998321533,0.065185547,standing
25:20.2,2411,232814.6965,-0.052764893,0.997817993,0.065429688,standing
25:20.2,2412,232814.7065,-0.053207397,0.995315552,0.065292358,standing
25:20.3,2413,232814.7165,-0.053314209,0.99395752,0.064575195,standing
25:20.3,2414,232814.7265,-0.05506897,0.996841431,0.063964844,standing
25:20.3,2415,232814.7365,-0.05430603,0.997879028,0.064880371,standing
25:20.3,2416,232814.7465,-0.053100586,0.995666504,0.06628418,standing
25:20.3,2417,232814.7565,-0.053573608,0.993484497,0.067962646,standing
25:20.3,2418,232814.7665,-0.054885864,0.99395752,0.067642212,standing
25:20.3,2419,232814.7766,-0.056564331,0.995361328,0.067855835,standing
25:20.3,2420,232814.7866,-0.057998657,0.995071411,0.069732666,standing
25:20.3,2421,232814.7966,-0.059631348,0.996414185,0.070953369,standing
25:20.3,2422,232814.8066,-0.061431885,0.998046875,0.070053101,standing
25:20.4,2423,232814.8166,-0.060379028,0.996948242,0.067550659,standing
25:20.4,2424,232814.8266,-0.058486938,0.994812012,0.068634033,standing
25:20.4,2425,232814.8366,-0.057876587,0.993209839,0.06942749,standing
25:20.4,2426,232814.8466,-0.056854248,0.995956421,0.06993103,standing
25:20.4,2427,232814.8566,-0.056625366,0.998703003,0.069046021,standing
25:20.4,2428,232814.8666,-0.056976318,0.998733521,0.070175171,standing
25:20.4,2429,232814.8766,-0.057800293,0.99848938,0.069580078,standing
25:20.4,2430,232814.8867,-0.058456421,0.99697876,0.068817139,standing
25:20.4,2431,232814.8967,-0.058624268,0.995880127,0.068008423,standing
25:20.4,2432,232814.9067,-0.059188843,0.995193481,0.071060181,standing
25:20.5,2433,232814.9167,-0.058929443,0.994430542,0.071731567,standing
25:20.5,2434,232814.9267,-0.059875488,0.994857788,0.070266724,standing
25:20.5,2435,232814.9367,-0.059860229,0.9974823,0.069488525,standing
25:20.5,2436,232814.9467,-0.060058594,0.996765137,0.06942749,standing
25:20.5,2437,232814.9567,-0.058441162,0.996520996,0.069564819,standing
25:20.5,2438,232814.9667,-0.057800293,0.997421265,0.069793701,standing
25:20.5,2439,232814.9767,-0.057403564,0.996810913,0.069229126,standing
25:20.5,2440,232814.9868,-0.056472778,0.996948242,0.069656372,standing
25:20.5,2441,232814.9968,-0.057250977,0.996170044,0.070617676,standing
25:20.5,2442,232815.0068,-0.056442261,0.995880127,0.068572998,standing
25:20.6,2443,232815.0168,-0.058181763,0.998199463,0.068435669,standing
25:20.6,2444,232815.0268,-0.058166504,0.999572754,0.066131592,standing
25:20.6,2445,232815.0368,-0.057449341,0.999725342,0.064407349,standing
25:20.6,2446,232815.0468,-0.056747437,1.000198364,0.063919067,standing
25:20.6,2447,232815.0568,-0.055587769,0.999359131,0.063400269,standing
25:20.6,2448,232815.0668,-0.054092407,0.997116089,0.06489563,standing
25:20.6,2449,232815.0768,-0.053939819,0.996459961,0.065582275,standing
25:20.6,2450,232815.0868,-0.054779053,0.996994019,0.066146851,standing
25:20.6,2451,232815.0968,-0.054367065,0.996612549,0.066436768,standing
25:20.6,2452,232815.1069,-0.055389404,0.99520874,0.067932129,standing
25:20.7,2453,232815.1169,-0.054000854,0.994125366,0.069030762,standing
25:20.7,2454,232815.1269,-0.054214478,0.99382019,0.070892334,standing
25:20.7,2455,232815.1369,-0.053909302,0.994415283,0.071777344,standing
25:20.7,2456,232815.1469,-0.054000854,0.993682861,0.072784424,standing
25:20.7,2457,232815.1569,-0.055587769,0.992050171,0.071105957,standing
25:20.7,2458,232815.1669,-0.057052612,0.993225098,0.069091797,standing
25:20.7,2459,232815.1769,-0.057052612,0.993087769,0.068649292,standing
25:20.7,2460,232815.1869,-0.057113647,0.992553711,0.068328857,standing
25:20.7,2461,232815.1969,-0.056503296,0.992553711,0.067565918,standing
25:20.7,2462,232815.2069,-0.056350708,0.994049072,0.068710327,standing
25:20.8,2463,232815.217,-0.054046631,0.994644165,0.067214966,standing
25:20.8,2464,232815.227,-0.054321289,0.994918823,0.066146851,standing
25:20.8,2465,232815.237,-0.053909302,0.996246338,0.066757202,standing
25:20.8,2466,232815.247,-0.05406189,0.997772217,0.064682007,standing
25:20.8,2467,232815.257,-0.053848267,0.998199463,0.063644409,standing
25:20.8,2468,232815.267,-0.051757813,0.996688843,0.063919067,standing
25:20.8,2469,232815.277,-0.05140686,0.997238159,0.06439209,standing
25:20.8,2470,232815.287,-0.052352905,1.000366211,0.061538696,standing
25:20.8,2471,232815.297,-0.052780151,1.004653931,0.06010437,standing
25:20.8,2472,232815.307,-0.054199219,1.005783081,0.061447144,standing
25:20.9,2473,232815.317,-0.055847168,1.004806519,0.061599731,standing
25:20.9,2474,232815.3271,-0.056411743,1.001068115,0.062835693,standing
25:20.9,2475,232815.3371,-0.057174683,0.996490479,0.063034058,standing
25:20.9,2476,232815.3471,-0.05682373,0.991607666,0.064804077,standing
25:20.9,2477,232815.3571,-0.056152344,0.991149902,0.064529419,standing
25:20.9,2478,232815.3671,-0.057342529,0.992965698,0.064102173,standing
25:20.9,2479,232815.3771,-0.057037354,0.993774414,0.065979004,standing
25:20.9,2480,232815.3871,-0.056976318,0.992034912,0.067687988,standing
25:20.9,2481,232815.3971,-0.055435181,0.991394043,0.06817627,standing
25:20.9,2482,232815.4071,-0.053848267,0.992355347,0.066879272,standing
25:21.0,2483,232815.4171,-0.051025391,0.993225098,0.066650391,standing
25:21.0,2484,232815.4271,-0.050765991,0.993713379,0.064804077,standing
25:21.0,2485,232815.4371,-0.050720215,0.993865967,0.065795898,standing
25:21.0,2486,232815.4472,-0.05267334,0.996810913,0.064544678,standing
25:21.0,2487,232815.4572,-0.057220459,0.998977661,0.063995361,standing
25:21.0,2488,232815.4672,-0.059326172,0.999786377,0.062774658,standing
25:21.0,2489,232815.4772,-0.061431885,0.998794556,0.062652588,standing
25:21.0,2490,232815.4872,-0.060958862,0.997909546,0.063232422,standing
25:21.0,2491,232815.4972,-0.058822632,0.997207642,0.065170288,standing
25:21.0,2492,232815.5072,-0.056381226,0.995651245,0.068832397,standing
25:21.1,2493,232815.5172,-0.055130005,0.994735718,0.068359375,standing
25:21.1,2494,232815.5272,-0.053756714,0.995452881,0.065612793,standing
25:21.1,2495,232815.5372,-0.054489136,0.996261597,0.063323975,standing
25:21.1,2496,232815.5472,-0.054336548,0.997467041,0.061141968,standing
25:21.1,2497,232815.5573,-0.053527832,0.996658325,0.061859131,standing
25:21.1,2498,232815.5673,-0.050918579,0.996459961,0.06211853,standing
25:21.1,2499,232815.5773,-0.052444458,0.996948242,0.062255859,standing
25:21.1,2500,232815.5873,-0.054168701,0.99671936,0.063369751,standing
25:21.1,2501,232815.5973,-0.056167603,0.998153687,0.063934326,standing
25:21.1,2502,232815.6073,-0.057937622,0.99786377,0.063827515,standing
25:21.2,2503,232815.6173,-0.057876587,0.998550415,0.062362671,standing
25:21.2,2504,232815.6273,-0.057327271,0.996826172,0.06199646,standing
25:21.2,2505,232815.6373,-0.055465698,0.994934082,0.063812256,standing
25:21.2,2506,232815.6473,-0.052825928,0.995498657,0.063873291,standing
25:21.2,2507,232815.6573,-0.05116272,0.99458313,0.063980103,standing
25:21.2,2508,232815.6674,-0.05039978,0.992935181,0.06640625,standing
25:21.2,2509,232815.6774,-0.049530029,0.993606567,0.066329956,standing
25:21.2,2510,232815.6874,-0.050689697,0.995773315,0.063293457,standing
25:21.2,2511,232815.6974,-0.054077148,0.997711182,0.060317993,standing
25:21.2,2512,232815.7074,-0.055038452,0.997192383,0.060119629,standing
25:21.3,2513,232815.7174,-0.055541992,0.995346069,0.060516357,standing
25:21.3,2514,232815.7274,-0.055480957,0.996459961,0.061950684,standing
25:21.3,2515,232815.7374,-0.05531311,0.996246338,0.062255859,standing
25:21.3,2516,232815.7474,-0.055236816,0.99446106,0.063690186,standing
25:21.3,2517,232815.7574,-0.054443359,0.995727539,0.063796997,standing
25:21.3,2518,232815.7674,-0.05430603,0.99710083,0.063873291,standing
25:21.3,2519,232815.7774,-0.055053711,0.997192383,0.063552856,standing
25:21.3,2520,232815.7875,-0.054550171,0.996810913,0.064987183,standing
25:21.3,2521,232815.7975,-0.054428101,0.995223999,0.063873291,standing
25:21.3,2522,232815.8075,-0.053863525,0.994796753,0.063064575,standing
25:21.4,2523,232815.8175,-0.052764893,0.996063232,0.063064575,standing
25:21.4,2524,232815.8275,-0.053115845,0.994720459,0.063278198,standing
25:21.4,2525,232815.8375,-0.053283691,0.994537354,0.063583374,standing
25:21.4,2526,232815.8475,-0.053619385,0.995880127,0.06312561,standing
25:21.4,2527,232815.8575,-0.053894043,0.997467041,0.062545776,standing
25:21.4,2528,232815.8675,-0.054321289,0.997467041,0.063217163,standing
25:21.4,2529,232815.8775,-0.054672241,0.996292114,0.065155029,standing
25:21.4,2530,232815.8875,-0.055587769,0.996032715,0.063735962,standing
25:21.4,2531,232815.8976,-0.054794312,0.996398926,0.063323975,standing
25:21.4,2532,232815.9076,-0.05380249,0.99597168,0.064682007,standing
25:21.5,2533,232815.9176,-0.052612305,0.995346069,0.064727783,standing
25:21.5,2534,232815.9276,-0.051925659,0.998168945,0.062759399,standing
25:21.5,2535,232815.9376,-0.051498413,0.999191284,0.062667847,standing
25:21.5,2536,232815.9476,-0.05015564,0.998382568,0.062210083,standing
25:21.5,2537,232815.9576,-0.049926758,0.997390747,0.064102173,standing
25:21.5,2538,232815.9676,-0.050994873,0.99659729,0.063171387,standing
25:21.5,2539,232815.9776,-0.052017212,0.996520996,0.063720703,standing
25:21.5,2540,232815.9876,-0.052352905,0.994735718,0.064147949,standing
25:21.5,2541,232815.9976,-0.053421021,0.993743896,0.06237793,standing
25:21.5,2542,232816.0076,-0.054351807,0.995223999,0.061767578,standing
25:21.6,2543,232816.0177,-0.055099487,0.99546814,0.062835693,standing
25:21.6,2544,232816.0277,-0.055221558,0.994720459,0.063522339,standing
25:21.6,2545,232816.0377,-0.054763794,0.996063232,0.064880371,standing
25:21.6,2546,232816.0477,-0.054412842,0.99621582,0.064743042,standing
25:21.6,2547,232816.0577,-0.053283691,0.99659729,0.0652771,standing
25:21.6,2548,232816.0677,-0.052688599,0.994262695,0.064819336,standing
25:21.6,2549,232816.0777,-0.052108765,0.994613647,0.064178467,standing
25:21.6,2550,232816.0877,-0.053619385,0.996994019,0.063705444,standing
25:21.6,2551,232816.0977,-0.054824829,0.999572754,0.062347412,standing
25:21.6,2552,232816.1077,-0.054275513,1.001312256,0.061843872,standing
25:21.7,2553,232816.1177,-0.053573608,0.998382568,0.062530518,standing
25:21.7,2554,232816.1278,-0.05430603,0.996154785,0.061828613,standing
25:21.7,2555,232816.1378,-0.053085327,0.994674683,0.060882568,standing
25:21.7,2556,232816.1478,-0.052810669,0.994888306,0.061264038,standing
25:21.7,2557,232816.1578,-0.053375244,0.996856689,0.062179565,standing
25:21.7,2558,232816.1678,-0.053588867,1.000152588,0.062438965,standing
25:21.7,2559,232816.1778,-0.052490234,1.001174927,0.062850952,standing
25:21.7,2560,232816.1878,-0.050979614,0.999053955,0.065490723,standing
25:21.7,2561,232816.1978,-0.050033569,0.995269775,0.065368652,standing
25:21.7,2562,232816.2078,-0.050582886,0.993225098,0.062759399,standing
25:21.8,2563,232816.2178,-0.052429199,0.99407959,0.060180664,standing
25:21.8,2564,232816.2278,-0.052658081,0.99571228,0.059082031,standing
25:21.8,2565,232816.2378,-0.053207397,0.99508667,0.059509277,standing
25:21.8,2566,232816.2479,-0.052612305,0.995437622,0.061782837,standing
25:21.8,2567,232816.2579,-0.051208496,0.997192383,0.062026978,standing
25:21.8,2568,232816.2679,-0.0493927,0.997360229,0.063613892,standing
25:21.8,2569,232816.2779,-0.048370361,0.996292114,0.062393188,standing
25:21.8,2570,232816.2879,-0.049224854,0.99546814,0.060241699,standing
25:21.8,2571,232816.2979,-0.050994873,0.996765137,0.059494019,standing
25:21.8,2572,232816.3079,-0.052078247,0.997238159,0.058380127,standing
25:21.9,2573,232816.3179,-0.052963257,0.997360229,0.058624268,standing
25:21.9,2574,232816.3279,-0.053573608,0.99899292,0.056716919,standing
25:21.9,2575,232816.3379,-0.052993774,0.999710083,0.057632446,standing
25:21.9,2576,232816.3479,-0.051208496,0.998397827,0.059875488,standing
25:21.9,2577,232816.3579,-0.050292969,0.997131348,0.061279297,standing
25:21.9,2578,232816.368,-0.051345825,0.998001099,0.061477661,standing
25:21.9,2579,232816.378,-0.050216675,0.998184204,0.061248779,standing
25:21.9,2580,232816.388,-0.050827026,0.996459961,0.061752319,standing
25:21.9,2581,232816.398,-0.051727295,0.99697876,0.062088013,standing
25:21.9,2582,232816.408,-0.051971436,0.997787476,0.059753418,standing
25:22.0,2583,232816.418,-0.050674438,0.999664307,0.057128906,standing
25:22.0,2584,232816.428,-0.051223755,1.000564575,0.058242798,standing
25:22.0,2585,232816.438,-0.05090332,0.998413086,0.059448242,standing
25:22.0,2586,232816.448,-0.051467896,0.997360229,0.060501099,standing
25:22.0,2587,232816.458,-0.052139282,0.996414185,0.062454224,standing
25:22.0,2588,232816.468,-0.053573608,0.994827271,0.06288147,standing
25:22.0,2589,232816.478,-0.055282593,0.993331909,0.062484741,standing
25:22.0,2590,232816.4881,-0.05480957,0.993988037,0.062362671,standing
25:22.0,2591,232816.4981,-0.052993774,0.992828369,0.062789917,standing
25:22.0,2592,232816.5081,-0.050231934,0.992599487,0.063430786,standing
25:22.1,2593,232816.5181,-0.048370361,0.993850708,0.063064575,standing
25:22.1,2594,232816.5281,-0.049163818,0.997543335,0.062805176,standing
25:22.1,2595,232816.5381,-0.04977417,0.998428345,0.061477661,standing
25:22.1,2596,232816.5481,-0.050598145,0.999420166,0.060821533,standing
25:22.1,2597,232816.5581,-0.050750732,0.998168945,0.061599731,standing
25:22.1,2598,232816.5681,-0.050735474,0.997879028,0.061233521,standing
25:22.1,2599,232816.5781,-0.050842285,0.997177124,0.060852051,standing
25:22.1,2600,232816.5881,-0.05090332,0.996582031,0.061355591,standing
25:22.1,2601,232816.5981,-0.050796509,0.99710083,0.061920166,standing
25:22.1,2602,232816.6082,-0.050170898,0.998794556,0.062179565,standing
25:22.2,2603,232816.6182,-0.05140686,0.999603271,0.061141968,standing
25:22.2,2604,232816.6282,-0.052337646,0.999130249,0.061721802,standing
25:22.2,2605,232816.6382,-0.051971436,0.997024536,0.062011719,standing
25:22.2,2606,232816.6482,-0.052856445,0.994949341,0.061737061,standing
25:22.2,2607,232816.6582,-0.052719116,0.996170044,0.063308716,standing
25:22.2,2608,232816.6682,-0.05255127,0.994888306,0.0652771,standing
25:22.2,2609,232816.6782,-0.053466797,0.995391846,0.065292358,standing
25:22.2,2610,232816.6882,-0.053573608,0.999252319,0.064682007,standing
25:22.2,2611,232816.6982,-0.052764893,0.999923706,0.06413269,standing
25:22.2,2612,232816.7082,-0.051757813,0.999298096,0.06552124,standing
25:22.3,2613,232816.7182,-0.050628662,0.996704102,0.066116333,standing
25:22.3,2614,232816.7283,-0.04927063,0.995559692,0.064987183,standing
25:22.3,2615,232816.7383,-0.048126221,0.995788574,0.062576294,standing
25:22.3,2616,232816.7483,-0.047271729,0.994430542,0.0625,standing
25:22.3,2617,232816.7583,-0.047561646,0.994018555,0.065261841,standing
25:22.3,2618,232816.7683,-0.048461914,0.995162964,0.064941406,standing
25:22.3,2619,232816.7783,-0.050262451,0.997497559,0.063293457,standing
25:22.3,2620,232816.7883,-0.05078125,0.998413086,0.061935425,standing
25:22.3,2621,232816.7983,-0.050537109,0.998641968,0.061676025,standing
25:22.3,2622,232816.8083,-0.049575806,0.998626709,0.061553955,standing
25:22.4,2623,232816.8183,-0.050125122,0.999130249,0.062438965,standing
25:22.4,2624,232816.8283,-0.05027771,0.997436523,0.064163208,standing
25:22.4,2625,232816.8383,-0.0493927,0.995574951,0.06439209,standing
25:22.4,2626,232816.8484,-0.05065918,0.994049072,0.064468384,standing
25:22.4,2627,232816.8584,-0.051116943,0.995269775,0.063461304,standing
25:22.4,2628,232816.8684,-0.049713135,0.995544434,0.063613892,standing
25:22.4,2629,232816.8784,-0.050125122,0.997070313,0.064971924,standing
25:22.4,2630,232816.8884,-0.050552368,0.997543335,0.065567017,standing
25:22.4,2631,232816.8984,-0.052352905,0.997329712,0.065490723,standing
25:22.4,2632,232816.9084,-0.052963257,0.995361328,0.065765381,standing
25:22.5,2633,232816.9184,-0.054199219,0.994628906,0.065460205,standing
25:22.5,2634,232816.9284,-0.054641724,0.995407104,0.065078735,standing
25:22.5,2635,232816.9384,-0.056335449,0.995101929,0.064376831,standing
25:22.5,2636,232816.9484,-0.057235718,0.995117188,0.063781738,standing
25:22.5,2637,232816.9584,-0.056747437,0.995788574,0.063568115,standing
25:22.5,2638,232816.9685,-0.057495117,0.996429443,0.062789917,standing
25:22.5,2639,232816.9785,-0.056854248,0.997055054,0.063827515,standing
25:22.5,2640,232816.9885,-0.055587769,0.997512817,0.06413269,standing
25:22.5,2641,232816.9985,-0.053390503,0.997802734,0.064102173,standing
25:22.5,2642,232817.0085,-0.052474976,0.999130249,0.063232422,standing
25:22.6,2643,232817.0185,-0.051773071,0.998764038,0.061950684,standing
25:22.6,2644,232817.0285,-0.051116943,0.997344971,0.063171387,standing
25:22.6,2645,232817.0385,-0.050018311,0.996170044,0.062896729,standing
25:22.6,2646,232817.0485,-0.049407959,0.995513916,0.061950684,standing
25:22.6,2647,232817.0585,-0.049224854,0.996734619,0.060577393,standing
25:22.6,2648,232817.0685,-0.049804688,0.99836731,0.062347412,standing
25:22.6,2649,232817.0786,-0.048934937,0.996017456,0.065582275,standing
25:22.6,2650,232817.0886,-0.04876709,0.995925903,0.064956665,standing
25:22.6,2651,232817.0986,-0.050628662,0.997314453,0.061584473,standing
25:22.6,2652,232817.1086,-0.05166626,0.997650146,0.059875488,standing
25:22.7,2653,232817.1186,-0.053100586,0.997024536,0.058837891,standing
25:22.7,2654,232817.1286,-0.051330566,0.995422363,0.058502197,standing
25:22.7,2655,232817.1386,-0.051528931,0.994308472,0.061004639,standing
25:22.7,2656,232817.1486,-0.050094604,0.993362427,0.062561035,standing
25:22.7,2657,232817.1586,-0.048690796,0.993652344,0.063140869,standing
25:22.7,2658,232817.1686,-0.048141479,0.996231079,0.063278198,standing
25:22.7,2659,232817.1786,-0.048675537,0.997924805,0.063720703,standing
25:22.7,2660,232817.1886,-0.049331665,0.99710083,0.062896729,standing
25:22.7,2661,232817.1987,-0.049926758,0.995666504,0.0625,standing
25:22.7,2662,232817.2087,-0.050888062,0.994567871,0.062179565,standing
25:22.8,2663,232817.2187,-0.051300049,0.995056152,0.060546875,standing
25:22.8,2664,232817.2287,-0.052337646,0.995986938,0.060745239,standing
25:22.8,2665,232817.2387,-0.051498413,0.996444702,0.060623169,standing
25:22.8,2666,232817.2487,-0.05255127,0.99836731,0.062545776,standing
25:22.8,2667,232817.2587,-0.052047729,1.000823975,0.063323975,standing
25:22.8,2668,232817.2687,-0.0521698,1.002380371,0.061386108,standing
25:22.8,2669,232817.2787,-0.053024292,1.001373291,0.060668945,standing
25:22.8,2670,232817.2887,-0.052124023,1.000091553,0.060638428,standing
25:22.8,2671,232817.2987,-0.051040649,0.998031616,0.061279297,standing
25:22.8,2672,232817.3087,-0.050186157,0.994812012,0.061828613,standing
25:22.9,2673,232817.3187,-0.050613403,0.993438721,0.061584473,standing
25:22.9,2674,232817.3288,-0.050109863,0.994110107,0.062515259,standing
25:22.9,2675,232817.3388,-0.050872803,0.996810913,0.062210083,standing
25:22.9,2676,232817.3488,-0.051376343,0.996520996,0.062042236,standing
25:22.9,2677,232817.3588,-0.052078247,0.996856689,0.061935425,standing
25:22.9,2678,232817.3688,-0.051681519,0.999435425,0.061187744,standing
25:22.9,2679,232817.3788,-0.052398682,0.999908447,0.060211182,standing
25:22.9,2680,232817.3888,-0.0521698,0.997390747,0.060714722,standing
25:22.9,2681,232817.3988,-0.051925659,0.996826172,0.062438965,standing
25:22.9,2682,232817.4088,-0.052337646,0.997055054,0.060821533,standing
25:23.0,2683,232817.4188,-0.051452637,0.997360229,0.060287476,standing
25:23.0,2684,232817.4288,-0.050674438,0.996566772,0.06086731,standing
25:23.0,2685,232817.4388,-0.050628662,0.995834351,0.061813354,standing
25:23.0,2686,232817.4489,-0.050979614,0.996124268,0.062667847,standing
25:23.0,2687,232817.4589,-0.052215576,0.99520874,0.060974121,standing
25:23.0,2688,232817.4689,-0.051513672,0.993270874,0.061401367,standing
25:23.0,2689,232817.4789,-0.051528931,0.992584229,0.06288147,standing
25:23.0,2690,232817.4889,-0.052108765,0.994995117,0.062911987,standing
25:23.0,2691,232817.4989,-0.052246094,0.99848938,0.061950684,standing
25:23.0,2692,232817.5089,-0.052719116,0.999191284,0.062133789,standing
25:23.1,2693,232817.5189,-0.051605225,0.99899292,0.062484741,standing
25:23.1,2694,232817.5289,-0.053039551,0.99899292,0.061676025,standing
25:23.1,2695,232817.5389,-0.053329468,0.998764038,0.061599731,standing
