loggingTime(txt),loggingSample(N),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),
25:01.0,488,232795.422,-0.171951294,0.931716919,0.196563721,walking
25:01.0,489,232795.432,-0.198059082,0.987533569,0.167327881,walking
25:01.0,490,232795.4421,-0.170944214,1.057510376,0.144897461,walking
25:01.0,491,232795.4521,-0.056716919,1.092437744,0.131134033,walking
25:01.0,492,232795.4621,0.0181427,1.07963562,0.151367188,walking
25:01.0,493,232795.4721,0.038803101,1.043670654,0.163116455,walking
25:01.0,494,232795.4822,0.086715698,1.001037598,0.20135498,walking
25:01.0,495,232795.4922,0.149276733,0.966445923,0.242401123,walking
25:01.0,496,232795.5022,0.192230225,0.948455811,0.238998413,walking
25:01.0,497,232795.5123,0.234741211,0.937942505,0.227523804,walking
25:01.1,498,232795.5223,0.276260376,0.931274414,0.228134155,walking
25:01.1,499,232795.5323,0.312103271,0.927490234,0.214889526,walking
25:01.1,500,232795.5423,0.334594727,0.93208313,0.19418335,walking
25:01.1,501,232795.5524,0.347122192,0.943450928,0.169891357,walking
25:01.1,502,232795.5624,0.347961426,0.972961426,0.13319397,walking
25:01.1,503,232795.5724,0.321594238,0.991867065,0.111663818,walking
25:01.1,504,232795.5824,0.283599854,0.996063232,0.096496582,walking
25:01.1,505,232795.5925,0.243164063,0.998855591,0.099319458,walking
25:01.1,506,232795.6025,0.196670532,0.992553711,0.105789185,walking
25:01.1,507,232795.6125,0.172531128,0.986953735,0.098709106,walking
25:01.2,508,232795.6226,0.153961182,0.980819702,0.094741821,walking
25:01.2,509,232795.6326,0.135299683,0.967605591,0.071975708,walking
25:01.2,510,232795.6426,0.134460449,0.963775635,0.07585144,walking
25:01.2,511,232795.6526,0.148025513,0.968170166,0.103607178,walking
25:01.2,512,232795.6627,0.167480469,0.969787598,0.13734436,walking
25:01.2,513,232795.6727,0.203994751,0.968231201,0.168701172,walking
25:01.2,514,232795.6827,0.23890686,0.961105347,0.176681519,walking
25:01.2,515,232795.6928,0.244476318,0.9453125,0.186981201,walking
25:01.2,516,232795.7028,0.241989136,0.929092407,0.184921265,walking
25:01.2,517,232795.7128,0.225234985,0.909698486,0.168716431,walking
25:01.3,518,232795.7228,0.196273804,0.907775879,0.160705566,walking
25:01.3,519,232795.7329,0.162109375,0.942932129,0.163742065,walking
25:01.3,520,232795.7429,0.134078979,0.985855103,0.173995972,walking
25:01.3,521,232795.7529,0.107910156,1.016662598,0.173339844,walking
25:01.3,522,232795.763,0.085403442,1.031173706,0.171279907,walking
25:01.3,523,232795.773,0.078872681,1.028686523,0.163635254,walking
25:01.3,524,232795.783,0.059402466,1.015640259,0.173171997,walking
25:01.3,525,232795.793,0.044540405,1.020812988,0.160263062,walking
25:01.3,526,232795.8031,0.058822632,1.034332275,0.150054932,walking
25:01.3,527,232795.8131,0.080612183,1.042221069,0.142028809,walking
25:01.4,528,232795.8231,0.107116699,1.028289795,0.142578125,walking
25:01.4,529,232795.8331,0.132568359,1.0052948,0.14894104,walking
25:01.4,530,232795.8432,0.142608643,0.985198975,0.173965454,walking
25:01.4,531,232795.8532,0.158538818,0.957489014,0.188247681,walking
25:01.4,532,232795.8632,0.145492554,0.956710815,0.176589966,walking
25:01.4,533,232795.8733,0.133148193,0.974227905,0.158187866,walking
25:01.4,534,232795.8833,0.130187988,0.988677979,0.143615723,walking
25:01.4,535,232795.8933,0.129699707,0.988372803,0.137542725,walking
25:01.4,536,232795.9033,0.131286621,1.006851196,0.118179321,walking
25:01.4,537,232795.9134,0.14050293,1.035140991,0.088592529,walking
25:01.5,538,232795.9234,0.140335083,1.042053223,0.07208252,walking
25:01.5,539,232795.9334,0.141387939,1.033584595,0.084640503,walking
25:01.5,540,232795.9435,0.160324097,1.019210815,0.09135437,walking
25:01.5,541,232795.9535,0.178604126,1.01953125,0.117828369,walking
25:01.5,542,232795.9635,0.208877563,1.051940918,0.151535034,walking
25:01.5,543,232795.9735,0.26133728,1.09046936,0.157943726,walking
25:01.5,544,232795.9836,0.32585144,1.107177734,0.135452271,walking
25:01.5,545,232795.9936,0.362823486,1.088180542,0.111297607,walking
25:01.5,546,232796.0036,0.342849731,1.064208984,0.107910156,walking
25:01.5,547,232796.0137,0.300384521,1.055419922,0.116394043,walking
25:01.6,548,232796.0237,0.256286621,1.05291748,0.123168945,walking
25:01.6,549,232796.0337,0.216064453,1.055587769,0.154403687,walking
25:01.6,550,232796.0437,0.179168701,1.068725586,0.202972412,walking
25:01.6,551,232796.0538,0.13885498,1.080963135,0.225830078,walking
25:01.6,552,232796.0638,0.096740723,1.08354187,0.210708618,walking
25:01.6,553,232796.0738,0.040969849,1.072021484,0.185882568,walking
25:01.6,554,232796.0838,-0.015960693,1.0652771,0.17326355,walking
25:01.6,555,232796.0939,-0.092483521,1.063720703,0.138870239,walking
25:01.6,556,232796.1039,-0.194000244,1.067901611,0.122573853,walking
25:01.6,557,232796.1139,-0.273025513,1.069274902,0.136474609,walking
25:01.7,558,232796.124,-0.292816162,1.067504883,0.152191162,walking
25:01.7,559,232796.134,-0.285995483,1.066574097,0.171813965,walking
25:01.7,560,232796.144,-0.273193359,1.055099487,0.178268433,walking
25:01.7,561,232796.154,-0.254974365,1.055541992,0.17729187,walking
25:01.7,562,232796.1641,-0.210418701,1.077423096,0.206115723,walking
25:01.7,563,232796.1741,-0.230957031,1.088943481,0.201660156,walking
25:01.7,564,232796.1841,-0.267120361,1.061569214,0.158813477,walking
25:01.7,565,232796.1942,-0.228240967,1.052688599,0.147628784,walking
25:01.7,566,232796.2042,-0.163330078,1.06338501,0.120147705,walking
25:01.7,567,232796.2142,-0.118103027,1.06036377,0.090011597,walking
25:01.8,568,232796.2242,-0.068984985,1.071151733,0.104705811,walking
25:01.8,569,232796.2343,-0.009796143,1.108886719,0.112228394,walking
25:01.8,570,232796.2443,0.026290894,1.136795044,0.073455811,walking
25:01.8,571,232796.2543,0.079727173,1.146392822,0.078491211,walking
25:01.8,572,232796.2644,0.116836548,1.184844971,-0.043991089,walking
25:01.8,573,232796.2744,0.13142395,1.162887573,-0.14201355,walking
25:01.8,574,232796.2844,0.145294189,1.105194092,-0.124969482,walking
25:01.8,575,232796.2944,0.160614014,1.067001343,-0.134780884,walking
25:01.8,576,232796.3045,0.160308838,1.018814087,-0.124206543,walking
25:01.8,577,232796.3145,0.153411865,0.981323242,-0.126449585,walking
25:01.9,578,232796.3245,0.133010864,0.952560425,-0.101638794,walking
25:01.9,579,232796.3345,0.133560181,0.9478302,-0.070541382,walking
25:01.9,580,232796.3446,0.11756897,0.94052124,-0.052093506,walking
25:01.9,581,232796.3546,0.100646973,0.92616272,-0.030105591,walking
25:01.9,582,232796.3646,0.09765625,0.924560547,-0.050750732,walking
25:01.9,583,232796.3747,0.09765625,0.907623291,-0.051086426,walking
25:01.9,584,232796.3847,0.099472046,0.888366699,-0.047195435,walking
25:01.9,585,232796.3947,0.089645386,0.858474731,-0.069091797,walking
25:01.9,586,232796.4047,0.071777344,0.830734253,-0.087753296,walking
25:01.9,587,232796.4148,0.058029175,0.807525635,-0.114807129,walking
25:02.0,588,232796.4248,0.047317505,0.78302002,-0.157516479,walking
25:02.0,589,232796.4348,0.058609009,0.758377075,-0.203887939,walking
25:02.0,590,232796.4449,0.07333374,0.730789185,-0.221984863,walking
25:02.0,591,232796.4549,0.094650269,0.723434448,-0.238067627,walking
25:02.0,592,232796.4649,0.135650635,0.719238281,-0.246139526,walking
25:02.0,593,232796.4749,0.151641846,0.709518433,-0.238235474,walking
25:02.0,594,232796.485,0.167053223,0.712249756,-0.225082397,walking
25:02.0,595,232796.495,0.181838989,0.709854126,-0.219543457,walking
25:02.0,596,232796.505,0.194381714,0.712600708,-0.208221436,walking
25:02.0,597,232796.5151,0.200653076,0.721038818,-0.200042725,walking
25:02.1,598,232796.5251,0.204116821,0.73815918,-0.193328857,walking
25:02.1,599,232796.5351,0.206329346,0.757247925,-0.202407837,walking
25:02.1,600,232796.5451,0.202545166,0.780212402,-0.221069336,walking
25:02.1,601,232796.5552,0.201828003,0.802276611,-0.240234375,walking
25:02.1,602,232796.5652,0.197250366,0.823776245,-0.264770508,walking
25:02.1,603,232796.5752,0.193389893,0.851669312,-0.291763306,walking
25:02.1,604,232796.5852,0.196456909,0.874755859,-0.300674438,walking
25:02.1,605,232796.5953,0.200057983,0.890670776,-0.304214478,walking
25:02.1,606,232796.6053,0.199172974,0.893920898,-0.310302734,walking
25:02.1,607,232796.6153,0.188659668,0.904052734,-0.350845337,walking
25:02.2,608,232796.6254,0.210769653,0.910751343,-0.373443604,walking
25:02.2,609,232796.6354,0.246017456,0.91418457,-0.391342163,walking
25:02.2,610,232796.6454,0.283798218,0.931671143,-0.404708862,walking
25:02.2,611,232796.6554,0.326004028,0.962768555,-0.41897583,walking
25:02.2,612,232796.6655,0.359802246,0.993011475,-0.422729492,walking
25:02.2,613,232796.6755,0.381393433,1.014419556,-0.42930603,walking
25:02.2,614,232796.6855,0.386611938,1.023971558,-0.442703247,walking
25:02.2,615,232796.6956,0.390655518,1.042404175,-0.454681396,walking
25:02.2,616,232796.7056,0.38609314,1.047149658,-0.466690063,walking
25:02.2,617,232796.7156,0.378082275,1.030944824,-0.469421387,walking
25:02.3,618,232796.7256,0.381378174,0.990570068,-0.456954956,walking
25:02.3,619,232796.7357,0.399139404,0.947738647,-0.449783325,walking
25:02.3,620,232796.7457,0.404434204,0.894317627,-0.441558838,walking
25:02.3,621,232796.7557,0.389892578,0.833129883,-0.438186646,walking
25:02.3,622,232796.7658,0.361068726,0.774536133,-0.448013306,walking
25:02.3,623,232796.7758,0.338058472,0.723098755,-0.478652954,walking
25:02.3,624,232796.7858,0.322402954,0.67980957,-0.497772217,walking
25:02.3,625,232796.7958,0.291442871,0.657714844,-0.496582031,walking
25:02.3,626,232796.8059,0.25378418,0.638961792,-0.474578857,walking
25:02.4,627,232796.8159,0.220245361,0.657150269,-0.432952881,walking
25:02.4,628,232796.8259,0.191207886,0.785491943,-0.431015015,walking
25:02.4,629,232796.8359,0.143280029,0.976699829,-0.495773315,walking
25:02.4,630,232796.846,0.09854126,1.159866333,-0.483932495,walking
25:02.4,631,232796.856,0.096710205,1.299591064,-0.262207031,walking
25:02.4,632,232796.866,0.141769409,1.486419678,-0.042160034,walking
25:02.4,633,232796.8761,0.1509552,1.780731201,0.040054321,walking
25:02.4,634,232796.8861,0.06942749,2.017715454,-0.00769043,walking
25:02.4,635,232796.8961,-0.037368774,2.069778442,-0.100357056,walking
25:02.4,636,232796.9061,-0.15713501,1.830474854,-0.099594116,walking
25:02.5,637,232796.9162,-0.300430298,1.381439209,0.013168335,walking
25:02.5,638,232796.9262,-0.412399292,0.965667725,0.15020752,walking
25:02.5,639,232796.9362,-0.469680786,0.705963135,0.219909668,walking
25:02.5,640,232796.9463,-0.487365723,0.528900146,0.229888916,walking
25:02.5,641,232796.9563,-0.417755127,0.417892456,0.173431396,walking
25:02.5,642,232796.9663,-0.226989746,0.413650513,0.184127808,walking
25:02.5,643,232796.9763,-0.008651733,0.460281372,0.275009155,walking
25:02.5,644,232796.9864,0.211837769,0.565185547,0.392333984,walking
25:02.5,645,232796.9964,0.405654907,0.749542236,0.492553711,walking
25:02.5,646,232797.0064,0.528457642,1.008224487,0.499740601,walking
25:02.6,647,232797.0165,0.538818359,1.227966309,0.414840698,walking
25:02.6,648,232797.0265,0.443695068,1.298065186,0.255050659,walking
25:02.6,649,232797.0365,0.279327393,1.245025635,0.135421753,walking
25:02.6,650,232797.0465,0.153137207,1.199905396,0.067108154,walking
25:02.6,651,232797.0566,0.055053711,1.144821167,0.024414063,walking
25:02.6,652,232797.0666,-0.030334473,1.068054199,-0.000259399,walking
25:02.6,653,232797.0766,-0.090911865,1.017822266,-0.006347656,walking
25:02.6,654,232797.0866,-0.128234863,1.005065918,0.019760132,walking
25:02.6,655,232797.0967,-0.138549805,0.976837158,0.059295654,walking
25:02.6,656,232797.1067,-0.148178101,0.925811768,0.106506348,walking
25:02.7,657,232797.1167,-0.136779785,0.884231567,0.163421631,walking
25:02.7,658,232797.1268,-0.071365356,0.874938965,0.203308105,walking
25:02.7,659,232797.1368,0.013473511,0.886581421,0.184997559,walking
25:02.7,660,232797.1468,0.068145752,0.880599976,0.147720337,walking
25:02.7,661,232797.1568,0.12802124,0.904251099,0.134124756,walking
25:02.7,662,232797.1669,0.192092896,0.938491821,0.131790161,walking
25:02.7,663,232797.1769,0.251022339,0.970092773,0.077789307,walking
25:02.7,664,232797.1869,0.288208008,0.999862671,0.031570435,walking
25:02.7,665,232797.197,0.292388916,1.027893066,0.031570435,walking
25:02.7,666,232797.207,0.26473999,1.04510498,0.012329102,walking
25:02.8,667,232797.217,0.225402832,1.056900024,-0.005111694,walking
25:02.8,668,232797.227,0.210571289,1.046798706,-0.031021118,walking
25:02.8,669,232797.2371,0.190155029,1.014312744,-0.042037964,walking
25:02.8,670,232797.2471,0.169082642,0.996368408,-0.034332275,walking
25:02.8,671,232797.2571,0.151473999,0.995178223,0.001556396,walking
25:02.8,672,232797.2672,0.140563965,1.001647949,0.01499939,walking
25:02.8,673,232797.2772,0.135650635,1.011413574,0.001373291,walking
25:02.8,674,232797.2872,0.133148193,1.013137817,-0.013061523,walking
25:02.8,675,232797.2972,0.134689331,1.003631592,-0.013458252,walking
25:02.8,676,232797.3073,0.131713867,0.984680176,0.010665894,walking
25:02.9,677,232797.3173,0.128799438,0.969085693,0.036437988,walking
25:02.9,678,232797.3273,0.121307373,0.958023071,0.05456543,walking
25:02.9,679,232797.3373,0.113098145,0.948150635,0.064178467,walking
25:02.9,680,232797.3474,0.10824585,0.949234009,0.058898926,walking
25:02.9,681,232797.3574,0.106964111,0.955001831,0.053466797,walking
25:02.9,682,232797.3674,0.108673096,0.951278687,0.053131104,walking
25:02.9,683,232797.3775,0.114089966,0.944473267,0.048858643,walking
25:02.9,684,232797.3875,0.113952637,0.935272217,0.055007935,walking
25:02.9,685,232797.3975,0.118850708,0.936889648,0.079360962,walking
25:02.9,686,232797.4075,0.124588013,0.938339233,0.106109619,walking
25:03.0,687,232797.4176,0.126586914,0.937332153,0.122619629,walking
25:03.0,688,232797.4276,0.121612549,0.940841675,0.120910645,walking
25:03.0,689,232797.4376,0.115142822,0.949661255,0.100982666,walking
25:03.0,690,232797.4477,0.10508728,0.951873779,0.115859985,walking
25:03.0,691,232797.4577,0.079025269,0.934753418,0.098068237,walking
25:03.0,692,232797.4677,0.071060181,0.937927246,0.095565796,walking
25:03.0,693,232797.4777,0.063278198,0.942306519,0.100204468,walking
25:03.0,694,232797.4878,0.061721802,0.939849854,0.108352661,walking
25:03.0,695,232797.4978,0.062744141,0.933074951,0.138778687,walking
25:03.0,696,232797.5078,0.064331055,0.945617676,0.158584595,walking
25:03.1,697,232797.5179,0.062545776,0.975784302,0.136230469,walking
25:03.1,698,232797.5279,0.060379028,0.999969482,0.129547119,walking
25:03.1,699,232797.5379,0.054321289,1.014541626,0.113189697,walking
25:03.1,700,232797.5479,0.057327271,0.999298096,0.087982178,walking
25:03.1,701,232797.558,0.065048218,0.972763062,0.080245972,walking
25:03.1,702,232797.568,0.099899292,0.96395874,0.082366943,walking
25:03.1,703,232797.578,0.091384888,0.959762573,0.089233398,walking
25:03.1,704,232797.588,0.102096558,0.962585449,0.092269897,walking
25:03.1,705,232797.5981,0.139862061,0.966262817,0.112747192,walking
25:03.1,706,232797.6081,0.177093506,0.973556519,0.116821289,walking
25:03.2,707,232797.6181,0.205886841,0.982055664,0.124557495,walking
25:03.2,708,232797.6282,0.228408813,1.003189087,0.146713257,walking
25:03.2,709,232797.6382,0.251495361,1.030487061,0.176773071,walking
25:03.2,710,232797.6482,0.279129028,1.066558838,0.189254761,walking
25:03.2,711,232797.6582,0.304138184,1.111053467,0.181671143,walking
25:03.2,712,232797.6683,0.329666138,1.176879883,0.179367065,walking
25:03.2,713,232797.6783,0.332183838,1.238449097,0.192901611,walking
25:03.2,714,232797.6883,0.308746338,1.262298584,0.221954346,walking
25:03.2,715,232797.6984,0.27355957,1.268203735,0.258575439,walking
25:03.2,716,232797.7084,0.214447021,1.264312744,0.289108276,walking
25:03.3,717,232797.7184,0.133804321,1.261016846,0.293289185,walking
25:03.3,718,232797.7284,0.030380249,1.253662109,0.259048462,walking
25:03.3,719,232797.7385,-0.066879272,1.24382019,0.214767456,walking
25:03.3,720,232797.7485,-0.152893066,1.229721069,0.185424805,walking
25:03.3,721,232797.7585,-0.231872559,1.20425415,0.154296875,walking
25:03.3,722,232797.7686,-0.284545898,1.177139282,0.13142395,walking
25:03.3,723,232797.7786,-0.33480835,1.137496948,0.140457153,walking
25:03.3,724,232797.7886,-0.353729248,1.099014282,0.151473999,walking
25:03.3,725,232797.7986,-0.354156494,1.037399292,0.173278809,walking
25:03.3,726,232797.8087,-0.333023071,0.97454834,0.180252075,walking
25:03.4,727,232797.8187,-0.314758301,0.910140991,0.171157837,walking
25:03.4,728,232797.8287,-0.282928467,0.866958618,0.164978027,walking
25:03.4,729,232797.8387,-0.249221802,0.841781616,0.167327881,walking
25:03.4,730,232797.8488,-0.243911743,0.837020874,0.155776978,walking
25:03.4,731,232797.8588,-0.23210144,0.846176147,0.121536255,walking
25:03.4,732,232797.8688,-0.211791992,0.879776001,0.089416504,walking
25:03.4,733,232797.8789,-0.171615601,0.94418335,0.076721191,walking
25:03.4,734,232797.8889,-0.132003784,0.998001099,0.107635498,walking
25:03.4,735,232797.8989,-0.105651855,1.02671814,0.155639648,walking
25:03.4,736,232797.9089,-0.078033447,1.064224243,0.159408569,walking
25:03.5,737,232797.919,-0.056243896,1.127593994,0.159912109,walking
25:03.5,738,232797.929,-0.050750732,1.17024231,0.156311035,walking
25:03.5,739,232797.939,-0.061737061,1.184432983,0.111877441,walking
25:03.5,740,232797.9491,-0.091384888,1.176498413,0.061935425,walking
25:03.5,741,232797.9591,-0.115264893,1.143447876,0.020309448,walking
25:03.5,742,232797.9691,-0.134658813,1.105361938,-0.031341553,walking
25:03.5,743,232797.9791,-0.163742065,1.056655884,-0.036849976,walking
25:03.5,744,232797.9892,-0.164703369,1.008239746,-0.047271729,walking
25:03.5,745,232797.9992,-0.160110474,0.96321106,-0.055847168,walking
25:03.5,746,232798.0092,-0.14440918,0.949737549,-0.066558838,walking
25:03.6,747,232798.0193,-0.117446899,0.943786621,-0.063995361,walking
25:03.6,748,232798.0293,-0.087524414,0.932998657,-0.05128479,walking
25:03.6,749,232798.0393,-0.065704346,0.920166016,-0.053329468,walking
25:03.6,750,232798.0493,-0.051391602,0.905349731,-0.075286865,walking
25:03.6,751,232798.0594,-0.035980225,0.899414063,-0.10043335,walking
25:03.6,752,232798.0694,-0.022125244,0.89390564,-0.122039795,walking
25:03.6,753,232798.0794,-0.009368896,0.891784668,-0.137985229,walking
25:03.6,754,232798.0894,-0.004776001,0.896179199,-0.14604187,walking
25:03.6,755,232798.0995,-0.010498047,0.903198242,-0.145523071,walking
25:03.6,756,232798.1095,-0.018234253,0.911254883,-0.147094727,walking
25:03.7,757,232798.1195,-0.029312134,0.920883179,-0.149032593,walking
25:03.7,758,232798.1296,-0.041275024,0.921112061,-0.148345947,walking
25:03.7,759,232798.1396,-0.04788208,0.913284302,-0.139480591,walking
25:03.7,760,232798.1496,-0.055953979,0.898239136,-0.122497559,walking
25:03.7,761,232798.1596,-0.06199646,0.871643066,-0.103363037,walking
25:03.7,762,232798.1697,-0.067214966,0.849899292,-0.077194214,walking
25:03.7,763,232798.1797,-0.062652588,0.834564209,-0.069442749,walking
25:03.7,764,232798.1897,-0.055587769,0.83454895,-0.080352783,walking
25:03.7,765,232798.1998,-0.05418396,0.839614868,-0.085388184,walking
25:03.7,766,232798.2098,-0.055755615,0.852172852,-0.096603394,walking
25:03.8,767,232798.2198,-0.053924561,0.878601074,-0.116104126,walking
25:03.8,768,232798.2298,-0.055984497,0.905136108,-0.133666992,walking
25:03.8,769,232798.2399,-0.066619873,0.927200317,-0.139877319,walking
25:03.8,770,232798.2499,-0.076599121,0.947311401,-0.137908936,walking
25:03.8,771,232798.2599,-0.091171265,0.952148438,-0.124008179,walking
25:03.8,772,232798.27,-0.104492188,0.943130493,-0.116882324,walking
25:03.8,773,232798.28,-0.115524292,0.925628662,-0.131347656,walking
25:03.8,774,232798.29,-0.13343811,0.903366089,-0.15171814,walking
25:03.8,775,232798.3,-0.152435303,0.883056641,-0.172576904,walking
25:03.8,776,232798.3101,-0.162185669,0.86605835,-0.187194824,walking
25:03.9,777,232798.3201,-0.149337769,0.862426758,-0.192153931,walking
25:03.9,778,232798.3301,-0.12109375,0.866882324,-0.203186035,walking
25:03.9,779,232798.3401,-0.102325439,0.884567261,-0.205307007,walking
25:03.9,780,232798.3502,-0.079345703,0.922348022,-0.191665649,walking
25:03.9,781,232798.3602,-0.05140686,0.978729248,-0.173583984,walking
25:03.9,782,232798.3702,-0.023269653,1.054107666,-0.156845093,walking
25:03.9,783,232798.3803,0.004196167,1.137374878,-0.121795654,walking
25:03.9,784,232798.3903,0.024398804,1.186645508,-0.058914185,walking
25:03.9,785,232798.4003,0.03527832,1.187927246,0.018051147,walking
25:03.9,786,232798.4103,0.025588989,1.154846191,0.076812744,walking
25:04.0,787,232798.4204,0.011413574,1.09979248,0.111602783,walking
25:04.0,788,232798.4304,-0.009429932,1.046234131,0.116439819,walking
25:04.0,789,232798.4404,-0.037506104,1.025405884,0.092849731,walking
25:04.0,790,232798.4505,-0.069747925,1.038635254,0.025161743,walking
25:04.0,791,232798.4605,-0.06288147,1.057571411,-0.073440552,walking
25:04.0,792,232798.4705,-0.031265259,1.043899536,-0.133880615,walking
25:04.0,793,232798.4805,-0.013961792,1.007644653,-0.142593384,walking
25:04.0,794,232798.4906,-0.007843018,0.972702026,-0.120605469,walking
25:04.0,795,232798.5006,-0.020126343,0.94934082,-0.099777222,walking
25:04.0,796,232798.5106,-0.029983521,0.934204102,-0.086181641,walking
25:04.1,797,232798.5207,-0.03956604,0.939056396,-0.060546875,walking
25:04.1,798,232798.5307,-0.065246582,0.964645386,-0.040130615,walking
25:04.1,799,232798.5407,-0.065048218,0.987380981,-0.016784668,walking
25:04.1,800,232798.5507,-0.060134888,1.003387451,-0.004592896,walking
25:04.1,801,232798.5608,-0.05255127,1.011550903,0.003036499,walking
25:04.1,802,232798.5708,-0.043746948,1.013046265,0.004470825,walking
25:04.1,803,232798.5808,-0.024810791,1.015045166,0.011428833,walking
25:04.1,804,232798.5908,-0.008071899,1.015060425,0.019821167,walking
25:04.1,805,232798.6009,-0.001251221,1.013427734,0.025039673,walking
25:04.1,806,232798.6109,0.004959106,1.006317139,0.019989014,walking
25:04.2,807,232798.6209,0.009902954,0.990997314,0.013214111,walking
25:04.2,808,232798.631,0.012039185,0.976150513,0.008529663,walking
25:04.2,809,232798.641,0.006958008,0.977996826,0.006378174,walking
25:04.2,810,232798.651,-0.005874634,0.988601685,0.009048462,walking
25:04.2,811,232798.661,-0.019836426,1.002807617,0.021743774,walking
25:04.2,812,232798.6711,-0.02796936,0.997909546,0.042358398,walking
25:04.2,813,232798.6811,-0.047470093,0.986999512,0.065994263,walking
25:04.2,814,232798.6911,-0.051437378,0.987243652,0.101913452,walking
25:04.2,815,232798.7012,-0.052139282,0.999359131,0.121490479,walking
25:04.2,816,232798.7112,-0.057739258,1.007110596,0.119171143,walking
25:04.3,817,232798.7212,-0.063064575,1.014877319,0.106704712,walking
25:04.3,818,232798.7312,-0.069641113,1.023864746,0.080535889,walking
25:04.3,819,232798.7413,-0.079788208,1.039413452,0.0493927,walking
25:04.3,820,232798.7513,-0.093856812,1.059906006,0.022979736,walking
25:04.3,821,232798.7613,-0.105697632,1.071914673,0.008392334,walking
25:04.3,822,232798.7714,-0.113433838,1.068405151,0.00869751,walking
25:04.3,823,232798.7814,-0.111190796,1.05329895,0.007141113,walking
25:04.3,824,232798.7914,-0.102340698,1.037643433,0.0105896,walking
25:04.3,825,232798.8014,-0.086578369,1.033813477,0.018585205,walking
25:04.3,826,232798.8115,-0.062332153,1.033096313,0.037612915,walking
25:04.4,827,232798.8215,-0.036270142,1.027404785,0.068115234,walking
25:04.4,828,232798.8315,-0.013763428,1.015441895,0.096572876,walking
25:04.4,829,232798.8415,0.005325317,1.00227356,0.116897583,walking
25:04.4,830,232798.8516,0.01574707,0.990158081,0.12512207,walking
25:04.4,831,232798.8616,0.019256592,0.98324585,0.124908447,walking
25:04.4,832,232798.8716,0.017196655,0.979522705,0.119216919,walking
25:04.4,833,232798.8817,0.013061523,0.980026245,0.108612061,walking
25:04.4,834,232798.8917,0.011032104,0.980636597,0.101348877,walking
25:04.4,835,232798.9017,0.004119873,0.978225708,0.096847534,walking
25:04.4,836,232798.9117,-0.001342773,0.976119995,0.093200684,walking
25:04.5,837,232798.9218,-0.004013062,0.975646973,0.09475708,walking
25:04.5,838,232798.9318,-0.010787964,0.978240967,0.094787598,walking
25:04.5,839,232798.9418,-0.021331787,0.984512329,0.097106934,walking
25:04.5,840,232798.9519,-0.03453064,0.989852905,0.101516724,walking
25:04.5,841,232798.9619,-0.047088623,0.992126465,0.101745605,walking
25:04.5,842,232798.9719,-0.056900024,0.992767334,0.102157593,walking
25:04.5,843,232798.9819,-0.066345215,0.992202759,0.10168457,walking
25:04.5,844,232798.992,-0.074890137,0.991455078,0.098724365,walking
25:04.5,845,232799.002,-0.080596924,0.994934082,0.093826294,walking
25:04.5,846,232799.012,-0.08366394,1.000366211,0.087936401,walking
25:04.6,847,232799.0221,-0.083358765,1.006881714,0.087173462,walking
25:04.6,848,232799.0321,-0.075302124,1.009933472,0.091705322,walking
25:04.6,849,232799.0421,-0.06590271,1.004211426,0.10093689,walking
25:04.6,850,232799.0521,-0.058441162,0.997406006,0.109893799,walking
25:04.6,851,232799.0622,-0.053588867,0.993118286,0.117141724,walking
25:04.6,852,232799.0722,-0.053863525,0.986938477,0.121688843,walking
25:04.6,853,232799.0822,-0.056991577,0.981063843,0.11680603,walking
25:04.6,854,232799.0922,-0.06072998,0.982543945,0.108688354,walking
25:04.6,855,232799.1023,-0.064163208,0.989318848,0.100570679,walking
25:04.6,856,232799.1123,-0.066513062,0.999435425,0.093338013,walking
25:04.7,857,232799.1223,-0.065582275,1.004348755,0.085235596,walking
25:04.7,858,232799.1324,-0.062759399,1.002426147,0.080169678,walking
25:04.7,859,232799.1424,-0.058395386,0.999099731,0.075637817,walking
25:04.7,860,232799.1524,-0.055480957,0.997787476,0.074081421,walking
25:04.7,861,232799.1624,-0.053695679,0.997528076,0.072906494,walking
25:04.7,862,232799.1725,-0.052856445,0.999481201,0.068069458,walking
25:04.7,863,232799.1825,-0.054214478,1.002029419,0.064300537,walking
25:04.7,864,232799.1925,-0.052734375,1.001876831,0.064453125,walking
25:04.7,865,232799.2026,-0.050216675,0.997451782,0.066513062,walking
25:04.7,866,232799.2126,-0.044570923,0.993392944,0.06842041,walking
25:04.8,867,232799.2226,-0.037078857,0.992645264,0.06628418,walking
25:04.8,868,232799.2326,-0.031402588,0.991485596,0.062896729,walking
25:04.8,869,232799.2427,-0.026580811,0.988800049,0.061233521,walking
25:04.8,870,232799.2527,-0.021606445,0.988922119,0.063354492,walking
25:04.8,871,232799.2627,-0.016677856,0.99118042,0.061965942,walking
25:04.8,872,232799.2728,-0.013397217,0.994476318,0.060958862,walking
25:04.8,873,232799.2828,-0.014816284,0.999038696,0.06098938,walking
25:04.8,874,232799.2928,-0.018371582,1.0050354,0.062332153,walking
25:04.8,875,232799.3028,-0.022521973,1.008880615,0.061706543,walking
25:04.8,876,232799.3129,-0.027572632,1.010269165,0.059112549,walking
25:04.9,877,232799.3229,-0.034896851,1.007492065,0.05645752,walking
