loggingTime(txt),loggingSample(N),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),groundTruthLabel
23:39.8,650,232714.2094,0.25213623,0.821044922,-0.362426758,walking
23:39.8,651,232714.2195,0.238739014,0.806991577,-0.363433838,walking
23:39.8,652,232714.2295,0.227645874,0.798370361,-0.360351563,walking
23:39.8,653,232714.2395,0.220474243,0.803100586,-0.369338989,walking
23:39.8,654,232714.2496,0.216491699,0.819442749,-0.376312256,walking
23:39.8,655,232714.2596,0.216918945,0.844345093,-0.377853394,walking
23:39.8,656,232714.2696,0.217697144,0.871292114,-0.382156372,walking
23:39.8,657,232714.2796,0.220870972,0.895004272,-0.383956909,walking
23:39.8,658,232714.2897,0.227798462,0.91229248,-0.381729126,walking
23:39.8,659,232714.2997,0.234512329,0.918304443,-0.386413574,walking
23:39.9,660,232714.3097,0.237838745,0.913482666,-0.395736694,walking
23:39.9,661,232714.3197,0.235534668,0.90536499,-0.405502319,walking
23:39.9,662,232714.3298,0.230712891,0.892990112,-0.417602539,walking
23:39.9,663,232714.3398,0.229171753,0.873962402,-0.434585571,walking
23:39.9,664,232714.3498,0.234985352,0.847412109,-0.443557739,walking
23:39.9,665,232714.3599,0.252868652,0.821075439,-0.437347412,walking
23:39.9,666,232714.3699,0.261154175,0.802429199,-0.423278809,walking
23:39.9,667,232714.3799,0.231491089,0.809341431,-0.396408081,walking
23:39.9,668,232714.3899,0.183990479,0.871002197,-0.38293457,walking
23:39.9,669,232714.4,0.144073486,0.978561401,-0.363693237,walking
23:40.0,670,232714.41,0.113800049,1.095855713,-0.335083008,walking
23:40.0,671,232714.42,0.102798462,1.176956177,-0.315658569,walking
23:40.0,672,232714.4301,0.113677979,1.217224121,-0.291915894,walking
23:40.0,673,232714.4401,0.147354126,1.25541687,-0.288589478,walking
23:40.0,674,232714.4501,0.195083618,1.327529907,-0.308288574,walking
23:40.0,675,232714.4601,0.245422363,1.403030396,-0.327880859,walking
23:40.0,676,232714.4702,0.294433594,1.426025391,-0.306365967,walking
23:40.0,677,232714.4802,0.325088501,1.354904175,-0.236358643,walking
23:40.0,678,232714.4902,0.29864502,1.204772949,-0.146514893,walking
23:40.0,679,232714.5003,0.225784302,1.043045044,-0.088882446,walking
23:40.1,680,232714.5103,0.151580811,0.912246704,-0.057144165,walking
23:40.1,681,232714.5203,0.092681885,0.805206299,-0.05116272,walking
23:40.1,682,232714.5303,0.049240112,0.696289063,-0.015396118,walking
23:40.1,683,232714.5404,0.041900635,0.610427856,0.057723999,walking
23:40.1,684,232714.5504,0.060791016,0.574035645,0.157928467,walking
23:40.1,685,232714.5604,0.109954834,0.593093872,0.207839966,walking
23:40.1,686,232714.5704,0.177185059,0.69493103,0.211334229,walking
23:40.1,687,232714.5805,0.240768433,0.822311401,0.199798584,walking
23:40.1,688,232714.5905,0.337097168,0.968429565,0.197433472,walking
23:40.1,689,232714.6005,0.425567627,1.065414429,0.197418213,walking
23:40.2,690,232714.6106,0.486724854,1.13508606,0.143569946,walking
23:40.2,691,232714.6206,0.506790161,1.171081543,0.084442139,walking
23:40.2,692,232714.6306,0.465744019,1.148452759,0.029663086,walking
23:40.2,693,232714.6406,0.385192871,1.084106445,-0.020629883,walking
23:40.2,694,232714.6507,0.283126831,1.009857178,-0.009765625,walking
23:40.2,695,232714.6607,0.203948975,0.957778931,0.022094727,walking
23:40.2,696,232714.6707,0.13835144,0.932235718,0.046875,walking
23:40.2,697,232714.6808,0.094848633,0.921890259,0.067474365,walking
23:40.2,698,232714.6908,0.0756073,0.920013428,0.091903687,walking
23:40.2,699,232714.7008,0.084121704,0.920928955,0.099517822,walking
23:40.3,700,232714.7108,0.118087769,0.930557251,0.110015869,walking
23:40.3,701,232714.7209,0.153442383,0.947875977,0.117462158,walking
23:40.3,702,232714.7309,0.178359985,0.968597412,0.124252319,walking
23:40.3,703,232714.7409,0.192718506,0.978942871,0.111709595,walking
23:40.3,704,232714.7509,0.196212769,0.983978271,0.087783813,walking
23:40.3,705,232714.761,0.190002441,0.984191895,0.067703247,walking
23:40.3,706,232714.771,0.186798096,0.967575073,0.054763794,walking
23:40.3,707,232714.781,0.197952271,0.953414917,0.053268433,walking
23:40.3,708,232714.7911,0.213684082,0.937591553,0.067581177,walking
23:40.3,709,232714.8011,0.228713989,0.920791626,0.083496094,walking
23:40.4,710,232714.8111,0.230941772,0.900970459,0.08656311,walking
23:40.4,711,232714.8211,0.237594604,0.888702393,0.069366455,walking
23:40.4,712,232714.8312,0.262268066,0.889556885,0.052597046,walking
23:40.4,713,232714.8412,0.287612915,0.89289856,0.051651001,walking
23:40.4,714,232714.8512,0.293273926,0.923751831,0.058486938,walking
23:40.4,715,232714.8613,0.286514282,0.970779419,0.046524048,walking
23:40.4,716,232714.8713,0.278305054,0.998443604,0.013580322,walking
23:40.4,717,232714.8813,0.261535645,1.008087158,-0.010040283,walking
23:40.4,718,232714.8913,0.23789978,1.002960205,-0.020858765,walking
23:40.4,719,232714.9014,0.213485718,1.000152588,-0.014282227,walking
23:40.5,720,232714.9114,0.165664673,0.983398438,-0.007644653,walking
23:40.5,721,232714.9214,0.134155273,0.969909668,-0.018325806,walking
23:40.5,722,232714.9315,0.126266479,0.956848145,-0.00642395,walking
23:40.5,723,232714.9415,0.122756958,0.944961548,0.019729614,walking
23:40.5,724,232714.9515,0.137329102,0.950912476,0.051605225,walking
23:40.5,725,232714.9615,0.170074463,0.956741333,0.110321045,walking
23:40.5,726,232714.9716,0.193313599,0.975585938,0.150436401,walking
23:40.5,727,232714.9816,0.216583252,0.986541748,0.153656006,walking
23:40.5,728,232714.9916,0.243652344,0.994018555,0.136886597,walking
23:40.5,729,232715.0016,0.261611938,0.988342285,0.116714478,walking
23:40.6,730,232715.0117,0.279373169,0.967376709,0.107620239,walking
23:40.6,731,232715.0217,0.252441406,0.944869995,0.102325439,walking
23:40.6,732,232715.0317,0.223510742,0.937957764,0.117950439,walking
23:40.6,733,232715.0418,0.198669434,0.952392578,0.132049561,walking
23:40.6,734,232715.0518,0.182327271,0.971984863,0.152786255,walking
23:40.6,735,232715.0618,0.182815552,0.99206543,0.170394897,walking
23:40.6,736,232715.0718,0.168807983,1.00378418,0.165100098,walking
23:40.6,737,232715.0819,0.16835022,1.009338379,0.165313721,walking
23:40.6,738,232715.0919,0.178283691,1.005523682,0.155319214,walking
23:40.6,739,232715.1019,0.184249878,1.01361084,0.138275146,walking
23:40.7,740,232715.112,0.186828613,1.037689209,0.121551514,walking
23:40.7,741,232715.122,0.194885254,1.065444946,0.13760376,walking
23:40.7,742,232715.132,0.208740234,1.068572998,0.149719238,walking
23:40.7,743,232715.142,0.195999146,1.042297363,0.153961182,walking
23:40.7,744,232715.1521,0.202438354,1.014846802,0.176834106,walking
23:40.7,745,232715.1621,0.205963135,1.007843018,0.156509399,walking
23:40.7,746,232715.1721,0.212890625,1.015228271,0.131652832,walking
23:40.7,747,232715.1821,0.216552734,1.025680542,0.106048584,walking
23:40.7,748,232715.1922,0.239364624,1.04548645,0.096054077,walking
23:40.7,749,232715.2022,0.276733398,1.078216553,0.102432251,walking
23:40.8,750,232715.2122,0.31817627,1.114425659,0.113967896,walking
23:40.8,751,232715.2223,0.351104736,1.13293457,0.121170044,walking
23:40.8,752,232715.2323,0.373214722,1.13192749,0.120285034,walking
23:40.8,753,232715.2423,0.38067627,1.107849121,0.109649658,walking
23:40.8,754,232715.2523,0.364624023,1.086639404,0.106445313,walking
23:40.8,755,232715.2624,0.338668823,1.082199097,0.100112915,walking
23:40.8,756,232715.2724,0.326629639,1.089691162,0.106872559,walking
23:40.8,757,232715.2824,0.31980896,1.09828186,0.117553711,walking
23:40.8,758,232715.2925,0.30519104,1.097869873,0.135345459,walking
23:40.8,759,232715.3025,0.286773682,1.089004517,0.154571533,walking
23:40.9,760,232715.3125,0.251205444,1.069992065,0.138641357,walking
23:40.9,761,232715.3225,0.20413208,1.044204712,0.129013062,walking
23:40.9,762,232715.3326,0.142044067,1.036743164,0.146316528,walking
23:40.9,763,232715.3426,0.011413574,1.0078125,0.172927856,walking
23:40.9,764,232715.3526,-0.113723755,0.969100952,0.116348267,walking
23:40.9,765,232715.3626,-0.168579102,0.943084717,0.042236328,walking
23:40.9,766,232715.3727,-0.203430176,0.947937012,0.034622192,walking
23:40.9,767,232715.3827,-0.255432129,0.953399658,0.05696106,walking
23:40.9,768,232715.3927,-0.246261597,0.976776123,0.058792114,walking
23:40.9,769,232715.4028,-0.193557739,1.014541626,0.090255737,walking
23:41.0,770,232715.4128,-0.143081665,1.071228027,0.134735107,walking
23:41.0,771,232715.4228,-0.098846436,1.120315552,0.171981812,walking
23:41.0,772,232715.4328,-0.045578003,1.143188477,0.175064087,walking
23:41.0,773,232715.4429,0.009780884,1.153289795,0.134674072,walking
23:41.0,774,232715.4529,0.040802002,1.13633728,0.063201904,walking
23:41.0,775,232715.4629,0.06628418,1.128417969,0.018661499,walking
23:41.0,776,232715.473,0.102142334,1.157485962,0.018936157,walking
23:41.0,777,232715.483,0.124710083,1.169723511,0.008666992,walking
23:41.0,778,232715.493,0.155075073,1.176208496,0.030502319,walking
23:41.0,779,232715.503,0.230209351,1.188293457,0.026916504,walking
23:41.1,780,232715.5131,0.301193237,1.184707642,-0.035079956,walking
23:41.1,781,232715.5231,0.322555542,1.169876099,-0.061233521,walking
23:41.1,782,232715.5331,0.315582275,1.141967773,-0.067459106,walking
23:41.1,783,232715.5432,0.325271606,1.141525269,-0.081451416,walking
23:41.1,784,232715.5532,0.286911011,1.119232178,-0.109588623,walking
23:41.1,785,232715.5632,0.229476929,1.075088501,-0.150909424,walking
23:41.1,786,232715.5732,0.180389404,1.045013428,-0.165588379,walking
23:41.1,787,232715.5833,0.141983032,1.009735107,-0.162277222,walking
23:41.1,788,232715.5933,0.107330322,0.968688965,-0.124969482,walking
23:41.1,789,232715.6033,0.075775146,0.933303833,-0.105865479,walking
23:41.2,790,232715.6133,0.055099487,0.911697388,-0.113708496,walking
23:41.2,791,232715.6234,0.044708252,0.888626099,-0.112167358,walking
23:41.2,792,232715.6334,0.048492432,0.84979248,-0.116394043,walking
23:41.2,793,232715.6434,0.053421021,0.812301636,-0.139648438,walking
23:41.2,794,232715.6535,0.052124023,0.775238037,-0.135223389,walking
23:41.2,795,232715.6635,0.042297363,0.744674683,-0.145004272,walking
23:41.2,796,232715.6735,0.025878906,0.715362549,-0.148834229,walking
23:41.2,797,232715.6835,0.019012451,0.683563232,-0.146759033,walking
23:41.2,798,232715.6936,0.03302002,0.660644531,-0.165359497,walking
23:41.2,799,232715.7036,0.063858032,0.652313232,-0.187408447,walking
23:41.3,800,232715.7136,0.097213745,0.641647339,-0.209762573,walking
23:41.3,801,232715.7237,0.138641357,0.635879517,-0.218963623,walking
23:41.3,802,232715.7337,0.163497925,0.641662598,-0.233932495,walking
23:41.3,803,232715.7437,0.194915771,0.646072388,-0.254333496,walking
23:41.3,804,232715.7537,0.258651733,0.646789551,-0.265853882,walking
23:41.3,805,232715.7638,0.272781372,0.643371582,-0.315200806,walking
23:41.3,806,232715.7738,0.280380249,0.638839722,-0.34664917,walking
23:41.3,807,232715.7838,0.298934937,0.645401001,-0.365707397,walking
23:41.3,808,232715.7938,0.314025879,0.659454346,-0.377166748,walking
23:41.3,809,232715.8039,0.317489624,0.686157227,-0.387619019,walking
23:41.4,810,232715.8139,0.311553955,0.720046997,-0.40864563,walking
23:41.4,811,232715.8239,0.296508789,0.747665405,-0.425827026,walking
23:41.4,812,232715.834,0.278488159,0.775024414,-0.442047119,walking
23:41.4,813,232715.844,0.264984131,0.806945801,-0.463485718,walking
23:41.4,814,232715.854,0.245697021,0.836410522,-0.466415405,walking
23:41.4,815,232715.864,0.232528687,0.88381958,-0.477554321,walking
23:41.4,816,232715.8741,0.226821899,0.941970825,-0.51121521,walking
23:41.4,817,232715.8841,0.236190796,1.000442505,-0.550979614,walking
23:41.4,818,232715.8941,0.266616821,1.051254272,-0.591033936,walking
23:41.4,819,232715.9042,0.308380127,1.090286255,-0.614562988,walking
23:41.5,820,232715.9142,0.344940186,1.1121521,-0.605773926,walking
23:41.5,821,232715.9242,0.359436035,1.126968384,-0.586044312,walking
23:41.5,822,232715.9342,0.343841553,1.122909546,-0.578948975,walking
23:41.5,823,232715.9443,0.31300354,1.096252441,-0.58555603,walking
23:41.5,824,232715.9543,0.281738281,1.037460327,-0.58644104,walking
23:41.5,825,232715.9643,0.258010864,0.948928833,-0.569290161,walking
23:41.5,826,232715.9744,0.243484497,0.844436646,-0.545516968,walking
23:41.5,827,232715.9844,0.238952637,0.741699219,-0.514785767,walking
23:41.5,828,232715.9944,0.225296021,0.659988403,-0.476348877,walking
23:41.5,829,232716.0044,0.199066162,0.65145874,-0.432540894,walking
23:41.6,830,232716.0145,0.155349731,0.767837524,-0.367904663,walking
23:41.6,831,232716.0245,0.096008301,0.958435059,-0.332839966,walking
23:41.6,832,232716.0345,0.037124634,1.152099609,-0.343948364,walking
23:41.6,833,232716.0445,-0.020355225,1.281066895,-0.346328735,walking
23:41.6,834,232716.0546,-0.033477783,1.373062134,-0.320343018,walking
23:41.6,835,232716.0646,0.007751465,1.511367798,-0.249786377,walking
23:41.6,836,232716.0746,0.081085205,1.681182861,-0.219909668,walking
23:41.6,837,232716.0847,0.152145386,1.759567261,-0.245620728,walking
23:41.6,838,232716.0947,0.226318359,1.659744263,-0.289657593,walking
23:41.6,839,232716.1047,0.254562378,1.322967529,-0.201919556,walking
23:41.7,840,232716.1147,0.210083008,0.922439575,0.032287598,walking
23:41.7,841,232716.1248,0.111831665,0.616348267,0.180526733,walking
23:41.7,842,232716.1348,0.00894165,0.375717163,0.247848511,walking
23:41.7,843,232716.1448,-0.043228149,0.286178589,0.282775879,walking
23:41.7,844,232716.1549,-0.078643799,0.30305481,0.238021851,walking
23:41.7,845,232716.1649,-0.073730469,0.381759644,0.148010254,walking
23:41.7,846,232716.1749,0.061340332,0.582077026,0.112380981,walking
23:41.7,847,232716.1849,0.247009277,0.801651001,0.156143188,walking
23:41.7,848,232716.195,0.40234375,0.947647095,0.23399353,walking
23:41.7,849,232716.205,0.52154541,1.043457031,0.317520142,walking
23:41.8,850,232716.215,0.615386963,1.16217041,0.332763672,walking
23:41.8,851,232716.225,0.639556885,1.260223389,0.246917725,walking
23:41.8,852,232716.2351,0.573791504,1.295700073,0.128051758,walking
23:41.8,853,232716.2451,0.447967529,1.235870361,-0.003890991,walking
23:41.8,854,232716.2551,0.294799805,1.113922119,-0.059509277,walking
23:41.8,855,232716.2652,0.164382935,1.010025024,-0.041442871,walking
23:41.8,856,232716.2752,0.093292236,0.965576172,0.011428833,walking
23:41.8,857,232716.2852,0.044067383,0.932357788,0.046020508,walking
23:41.8,858,232716.2952,-0.006622314,0.902694702,0.084197998,walking
23:41.8,859,232716.3053,-0.02722168,0.90737915,0.102722168,walking
23:41.9,860,232716.3153,-0.009109497,0.94039917,0.078414917,walking
23:41.9,861,232716.3253,0.028533936,0.974868774,0.060348511,walking
23:41.9,862,232716.3354,0.060897827,1.011642456,0.07862854,walking
23:41.9,863,232716.3454,0.10635376,1.026489258,0.100845337,walking
23:41.9,864,232716.3554,0.136367798,1.013412476,0.122055054,walking
23:41.9,865,232716.3654,0.154708862,0.989334106,0.124008179,walking
23:41.9,866,232716.3755,0.178924561,0.966171265,0.118927002,walking
23:41.9,867,232716.3855,0.198364258,0.945114136,0.117874146,walking
23:41.9,868,232716.3955,0.208969116,0.916275024,0.116653442,walking
23:41.9,869,232716.4056,0.225967407,0.893875122,0.122299194,walking
23:42.0,870,232716.4156,0.233505249,0.894683838,0.131118774,walking
23:42.0,871,232716.4256,0.26272583,0.898803711,0.107192993,walking
23:42.0,872,232716.4356,0.284011841,0.904220581,0.101409912,walking
23:42.0,873,232716.4457,0.294662476,0.912811279,0.100570679,walking
23:42.0,874,232716.4557,0.282730103,0.936859131,0.113677979,walking
23:42.0,875,232716.4657,0.270629883,0.940109253,0.094680786,walking
23:42.0,876,232716.4757,0.244827271,0.947433472,0.072662354,walking
23:42.0,877,232716.4858,0.213348389,0.957763672,0.06161499,walking
23:42.0,878,232716.4958,0.180923462,0.958816528,0.0440979,walking
23:42.0,879,232716.5058,0.150375366,0.954086304,0.023895264,walking
23:42.1,880,232716.5159,0.124908447,0.950256348,0.012756348,walking
23:42.1,881,232716.5259,0.107269287,0.949035645,0.006851196,walking
23:42.1,882,232716.5359,0.105499268,0.955078125,0.024124146,walking
23:42.1,883,232716.5459,0.118850708,0.965133667,0.045608521,walking
23:42.1,884,232716.556,0.118682861,0.988571167,0.062362671,walking
23:42.1,885,232716.566,0.129577637,0.994613647,0.074050903,walking
23:42.1,886,232716.576,0.161956787,0.995315552,0.085693359,walking
23:42.1,887,232716.5861,0.202087402,1.004745483,0.074005127,walking
23:42.1,888,232716.5961,0.231567383,1.008178711,0.042221069,walking
23:42.1,889,232716.6061,0.259292603,1.011367798,0.021850586,walking
23:42.2,890,232716.6161,0.279541016,1.015579224,0.017028809,walking
23:42.2,891,232716.6262,0.288742065,1.022140503,0.040313721,walking
23:42.2,892,232716.6362,0.286697388,1.029052734,0.081314087,walking
23:42.2,893,232716.6462,0.258895874,1.031509399,0.12097168,walking
23:42.2,894,232716.6563,0.229263306,1.033508301,0.150161743,walking
23:42.2,895,232716.6663,0.206985474,1.043014526,0.159744263,walking
23:42.2,896,232716.6763,0.186386108,1.045898438,0.157775879,walking
23:42.2,897,232716.6863,0.179641724,1.036636353,0.145568848,walking
23:42.2,898,232716.6964,0.173126221,1.026107788,0.126556396,walking
23:42.2,899,232716.7064,0.169067383,1.020248413,0.104644775,walking
23:42.3,900,232716.7164,0.16947937,1.019393921,0.090301514,walking
23:42.3,901,232716.7264,0.157058716,1.019287109,0.084396362,walking
23:42.3,902,232716.7365,0.149124146,1.019012451,0.082794189,walking
23:42.3,903,232716.7465,0.14541626,1.018386841,0.072158813,walking
23:42.3,904,232716.7565,0.148071289,1.02507019,0.048095703,walking
23:42.3,905,232716.7666,0.155731201,1.044372559,0.073974609,walking
23:42.3,906,232716.7766,0.177719116,1.087844849,0.118759155,walking
23:42.3,907,232716.7866,0.228912354,1.146286011,0.128067017,walking
23:42.3,908,232716.7966,0.273132324,1.17678833,0.129180908,walking
23:42.3,909,232716.8067,0.310424805,1.176559448,0.119506836,walking
23:42.4,910,232716.8167,0.335174561,1.148025513,0.118469238,walking
23:42.4,911,232716.8267,0.344116211,1.134735107,0.126098633,walking
23:42.4,912,232716.8368,0.346481323,1.144882202,0.123672485,walking
23:42.4,913,232716.8468,0.353790283,1.153259277,0.110931396,walking
23:42.4,914,232716.8568,0.349975586,1.137817383,0.114471436,walking
23:42.4,915,232716.8668,0.3309021,1.129394531,0.154464722,walking
23:42.4,916,232716.8769,0.25869751,1.119369507,0.237442017,walking
23:42.4,917,232716.8869,0.113235474,1.078674316,0.224349976,walking
23:42.4,918,232716.8969,-0.01133728,1.033996582,0.179779053,walking
23:42.4,919,232716.9069,-0.125137329,0.963241577,0.184707642,walking
23:42.5,920,232716.917,-0.227508545,0.925796509,0.175491333,walking
23:42.5,921,232716.927,-0.314575195,0.925979614,0.145584106,walking
23:42.5,922,232716.937,-0.357070923,0.956970215,0.112823486,walking
23:42.5,923,232716.9471,-0.344039917,1.046813965,0.095535278,walking
23:42.5,924,232716.9571,-0.277145386,1.162475586,0.114639282,walking
23:42.5,925,232716.9671,-0.214096069,1.229324341,0.125732422,walking
23:42.5,926,232716.9771,-0.171142578,1.24407959,0.12538147,walking
23:42.5,927,232716.9872,-0.106262207,1.211456299,0.070175171,walking
23:42.5,928,232716.9972,-0.042755127,1.191574097,0.020019531,walking
23:42.5,929,232717.0072,0.024749756,1.169799805,-0.015274048,walking
23:42.6,930,232717.0173,0.087097168,1.173370361,-0.026153564,walking
23:42.6,931,232717.0273,0.130249023,1.165420532,-0.035552979,walking
23:42.6,932,232717.0373,0.160369873,1.163284302,0.012710571,walking
23:42.6,933,232717.0473,0.23500061,1.158493042,0.005004883,walking
23:42.6,934,232717.0574,0.295578003,1.118377686,0.00692749,walking
23:42.6,935,232717.0674,0.283050537,1.034408569,-0.00881958,walking
23:42.6,936,232717.0774,0.26184082,0.998580933,-0.089065552,walking
23:42.6,937,232717.0875,0.226211548,0.992980957,-0.157073975,walking
23:42.6,938,232717.0975,0.173568726,0.978881836,-0.162261963,walking
23:42.7,939,232717.1075,0.145736694,0.949279785,-0.124481201,walking
23:42.7,940,232717.1175,0.133361816,0.917739868,-0.102554321,walking
23:42.7,941,232717.1276,0.117874146,0.914199829,-0.107543945,walking
23:42.7,942,232717.1376,0.10585022,0.904464722,-0.115600586,walking
23:42.7,943,232717.1476,0.096542358,0.884277344,-0.11958313,walking
23:42.7,944,232717.1576,0.085754395,0.853500366,-0.111236572,walking
23:42.7,945,232717.1677,0.077865601,0.816772461,-0.098709106,walking
23:42.7,946,232717.1777,0.071090698,0.793273926,-0.099716187,walking
23:42.7,947,232717.1877,0.054351807,0.774688721,-0.099609375,walking
23:42.7,948,232717.1978,0.039505005,0.750579834,-0.123291016,walking
23:42.8,949,232717.2078,0.028442383,0.72845459,-0.165740967,walking
23:42.8,950,232717.2178,0.023040771,0.704040527,-0.206314087,walking
23:42.8,951,232717.2278,0.012863159,0.675384521,-0.235809326,walking
23:42.8,952,232717.2379,0.014694214,0.644378662,-0.261871338,walking
23:42.8,953,232717.2479,0.05368042,0.635498047,-0.274978638,walking
23:42.8,954,232717.2579,0.096923828,0.633712769,-0.271881104,walking
23:42.8,955,232717.268,0.137695313,0.639755249,-0.262435913,walking
23:42.8,956,232717.278,0.169616699,0.648345947,-0.260620117,walking
23:42.8,957,232717.288,0.191482544,0.677001953,-0.284500122,walking
23:42.8,958,232717.298,0.21257019,0.690078735,-0.274002075,walking
