loggingTime(txt),loggingSample(N),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),groundTruthLabel
18:15.5,937,232389.9144,0.035644531,1.017883301,-0.1121521,standing
18:15.5,938,232389.9245,0.044204712,0.980453491,-0.118041992,standing
18:15.5,939,232389.9345,0.067367554,0.944656372,-0.122253418,standing
18:15.5,940,232389.9445,0.09703064,0.912261963,-0.151931763,standing
18:15.5,941,232389.9545,0.123977661,0.884429932,-0.235519409,standing
18:15.5,942,232389.9646,0.160461426,0.903823853,-0.278640747,standing
18:15.5,943,232389.9746,0.208877563,0.998138428,-0.27432251,standing
18:15.5,944,232389.9846,0.26675415,1.136123657,-0.306472778,standing
18:15.5,945,232389.9946,0.305099487,1.271835327,-0.311447144,standing
18:15.5,946,232390.0047,0.239974976,1.361694336,-0.322753906,standing
18:15.6,947,232390.0147,0.163467407,1.389907837,-0.305557251,standing
18:15.6,948,232390.0247,0.02986145,1.417221069,-0.322235107,standing
18:15.6,949,232390.0348,-0.118774414,1.379058838,-0.27571106,standing
18:15.6,950,232390.0448,-0.183792114,1.295349121,-0.086639404,standing
18:15.6,951,232390.0548,-0.139709473,1.168258667,0.10887146,standing
18:15.6,952,232390.0648,-0.020065308,1.02571106,0.108795166,standing
18:15.6,953,232390.0749,0.072128296,0.930252075,-0.010940552,standing
18:15.6,954,232390.0849,0.087631226,0.881195068,-0.099700928,standing
18:15.6,955,232390.0949,0.08404541,0.869949341,-0.166717529,standing
18:15.6,956,232390.1049,0.084350586,0.866073608,-0.229446411,standing
18:15.7,957,232390.115,0.090881348,0.857788086,-0.28692627,standing
18:15.7,958,232390.125,0.09916687,0.842208862,-0.317657471,standing
18:15.7,959,232390.135,0.117919922,0.824249268,-0.303283691,standing
18:15.7,960,232390.1451,0.133575439,0.801269531,-0.272247314,standing
18:15.7,961,232390.1551,0.134735107,0.785430908,-0.256362915,standing
18:15.7,962,232390.1651,0.128417969,0.775344849,-0.273544312,standing
18:15.7,963,232390.1751,0.11907959,0.758331299,-0.296737671,standing
18:15.7,964,232390.1852,0.099136353,0.744476318,-0.323394775,standing
18:15.7,965,232390.1952,0.092056274,0.742492676,-0.377197266,standing
18:15.7,966,232390.2052,0.13482666,0.721099854,-0.358169556,standing
18:15.8,967,232390.2152,0.12348938,0.701446533,-0.366104126,standing
18:15.8,968,232390.2253,0.108840942,0.690933228,-0.384613037,standing
18:15.8,969,232390.2353,0.105926514,0.676773071,-0.389587402,standing
18:15.8,970,232390.2453,0.104568481,0.66619873,-0.386917114,standing
18:15.8,971,232390.2554,0.107177734,0.669448853,-0.389907837,standing
18:15.8,972,232390.2654,0.107498169,0.694473267,-0.408569336,standing
18:15.8,973,232390.2754,0.108398438,0.728347778,-0.435119629,standing
18:15.8,974,232390.2854,0.114242554,0.76550293,-0.466247559,standing
18:15.8,975,232390.2955,0.125671387,0.803527832,-0.493789673,standing
18:15.8,976,232390.3055,0.146499634,0.829574585,-0.522323608,standing
18:15.9,977,232390.3155,0.167510986,0.84185791,-0.544692993,standing
18:15.9,978,232390.3255,0.186065674,0.848846436,-0.557327271,standing
18:15.9,979,232390.3356,0.200637817,0.851593018,-0.554000854,standing
18:15.9,980,232390.3456,0.200637817,0.852371216,-0.550720215,standing
18:15.9,981,232390.3556,0.19670105,0.860031128,-0.559799194,standing
18:15.9,982,232390.3657,0.186294556,0.867706299,-0.569320679,standing
18:15.9,983,232390.3757,0.176849365,0.877410889,-0.586547852,standing
18:15.9,984,232390.3857,0.167007446,0.877960205,-0.606933594,standing
18:15.9,985,232390.3957,0.161392212,0.876342773,-0.6224823,standing
18:15.9,986,232390.4058,0.160858154,0.870193481,-0.63848877,standing
18:16.0,987,232390.4158,0.165603638,0.856964111,-0.645187378,walking
18:16.0,988,232390.4258,0.180038452,0.839935303,-0.647003174,walking
18:16.0,989,232390.4358,0.19241333,0.816711426,-0.642181396,walking
18:16.0,990,232390.4459,0.195007324,0.788848877,-0.635726929,walking
18:16.0,991,232390.4559,0.177459717,0.758926392,-0.630447388,walking
18:16.0,992,232390.4659,0.158172607,0.736984253,-0.617279053,walking
18:16.0,993,232390.476,0.146743774,0.716842651,-0.611557007,walking
18:16.0,994,232390.486,0.143249512,0.690444946,-0.621734619,walking
18:16.0,995,232390.496,0.141464233,0.671035767,-0.64956665,walking
18:16.0,996,232390.506,0.130432129,0.687164307,-0.674713135,walking
18:16.1,997,232390.5161,0.100982666,0.741622925,-0.662658691,walking
18:16.1,998,232390.5261,0.037475586,0.851806641,-0.637008667,walking
18:16.1,999,232390.5361,-0.016983032,1.029464722,-0.652816772,walking
18:16.1,1000,232390.5461,-0.050964355,1.261550903,-0.710708618,walking
18:16.1,1001,232390.5562,-0.061782837,1.453338623,-0.740737915,walking
18:16.1,1002,232390.5662,0.004150391,1.488204956,-0.572418213,walking
18:16.1,1003,232390.5762,0.093093872,1.338943481,-0.176971436,walking
18:16.1,1004,232390.5863,0.112762451,1.166473389,0.124328613,walking
18:16.1,1005,232390.5963,0.032287598,1.056610107,0.141952515,walking
18:16.1,1006,232390.6063,-0.067092896,0.962280273,0.128753662,walking
18:16.2,1007,232390.6163,-0.164413452,0.859771729,0.169891357,walking
18:16.2,1008,232390.6264,-0.217926025,0.793502808,0.208908081,walking
18:16.2,1009,232390.6364,-0.206329346,0.796813965,0.208190918,walking
18:16.2,1010,232390.6464,-0.159286499,0.826782227,0.256271362,walking
18:16.2,1011,232390.6565,-0.10269165,0.909515381,0.354782104,walking
18:16.2,1012,232390.6665,-0.042266846,1.056442261,0.405136108,walking
18:16.2,1013,232390.6765,0.050842285,1.254516602,0.523742676,walking
18:16.2,1014,232390.6865,0.143844604,1.381668091,0.64151001,walking
18:16.2,1015,232390.6966,0.22567749,1.324813843,0.566711426,walking
18:16.2,1016,232390.7066,0.311737061,1.256500244,0.381973267,walking
18:16.3,1017,232390.7166,0.335418701,1.132781982,0.218734741,walking
18:16.3,1018,232390.7266,0.279907227,0.954803467,0.121841431,walking
18:16.3,1019,232390.7367,0.174362183,0.84274292,0.087646484,walking
18:16.3,1020,232390.7467,0.046813965,0.80796814,0.06451416,walking
18:16.3,1021,232390.7567,-0.037872314,0.802947998,-0.024917603,walking
18:16.3,1022,232390.7668,-0.057800293,0.853988647,0.025802612,walking
18:16.3,1023,232390.7768,-0.036102295,0.902267456,0.147277832,walking
18:16.3,1024,232390.7868,0.015640259,0.89704895,0.226303101,walking
18:16.3,1025,232390.7968,0.150100708,0.896057129,0.321075439,walking
18:16.3,1026,232390.8069,0.312866211,0.92906189,0.37878418,walking
18:16.4,1027,232390.8169,0.434814453,0.951263428,0.375015259,walking
18:16.4,1028,232390.8269,0.545303345,0.96762085,0.331100464,walking
18:16.4,1029,232390.8369,0.680252075,0.991668701,0.234786987,walking
18:16.4,1030,232390.847,0.759078979,0.9581604,0.086288452,walking
18:16.4,1031,232390.857,0.692855835,0.96963501,-0.018188477,walking
18:16.4,1032,232390.867,0.530914307,0.958999634,-0.046936035,walking
18:16.4,1033,232390.8771,0.406539917,0.955383301,-0.021728516,walking
18:16.4,1034,232390.8871,0.305435181,0.952682495,0.031005859,walking
18:16.4,1035,232390.8971,0.226104736,0.93850708,0.024642944,walking
18:16.4,1036,232390.9071,0.178863525,0.926254272,0.034957886,walking
18:16.5,1037,232390.9172,0.099594116,0.91645813,0.0415802,walking
18:16.5,1038,232390.9272,0.080596924,0.904510498,0.039657593,walking
18:16.5,1039,232390.9372,0.086975098,0.919799805,0.003631592,walking
18:16.5,1040,232390.9472,0.09437561,0.943450928,-0.000289917,walking
18:16.5,1041,232390.9573,0.106948853,0.952529907,0.02015686,walking
18:16.5,1042,232390.9673,0.136703491,0.949356079,0.02885437,walking
18:16.5,1043,232390.9773,0.20501709,0.959213257,0.040252686,walking
18:16.5,1044,232390.9874,0.260757446,0.981002808,0.048095703,walking
18:16.5,1045,232390.9974,0.320648193,1.005630493,0.060089111,walking
18:16.5,1046,232391.0074,0.375747681,1.028793335,0.072570801,walking
18:16.6,1047,232391.0174,0.404083252,1.061508179,0.078781128,walking
18:16.6,1048,232391.0275,0.412277222,1.09513855,0.073852539,walking
18:16.6,1049,232391.0375,0.40335083,1.123001099,0.06312561,walking
18:16.6,1050,232391.0475,0.374435425,1.147888184,0.062698364,walking
18:16.6,1051,232391.0575,0.32824707,1.161026001,0.049362183,walking
18:16.6,1052,232391.0676,0.280517578,1.167816162,0.051452637,walking
18:16.6,1053,232391.0776,0.23425293,1.171661377,0.067672729,walking
18:16.6,1054,232391.0876,0.191116333,1.175445557,0.080337524,walking
18:16.6,1055,232391.0977,0.160522461,1.186065674,0.076522827,walking
18:16.6,1056,232391.1077,0.160339355,1.18371582,0.080780029,walking
18:16.7,1057,232391.1177,0.167190552,1.176315308,0.064971924,walking
18:16.7,1058,232391.1277,0.159164429,1.171264648,0.01008606,walking
18:16.7,1059,232391.1378,0.155166626,1.157775879,-0.010269165,walking
18:16.7,1060,232391.1478,0.130142212,1.181991577,-0.005752563,walking
18:16.7,1061,232391.1578,0.092529297,1.209213257,0.005050659,walking
18:16.7,1062,232391.1678,0.039077759,1.236709595,0.010375977,walking
18:16.7,1063,232391.1779,0.016403198,1.229873657,-0.013595581,walking
18:16.7,1064,232391.1879,0.064651489,1.191192627,0.001403809,walking
18:16.7,1065,232391.1979,0.108428955,1.120285034,0.045272827,walking
18:16.7,1066,232391.208,0.158279419,1.042755127,0.090454102,walking
18:16.8,1067,232391.218,0.213806152,1.012023926,0.114868164,walking
18:16.8,1068,232391.228,0.207107544,1.008712769,0.124832153,walking
18:16.8,1069,232391.238,0.2162323,0.998321533,0.188369751,walking
18:16.8,1070,232391.2481,0.126846313,0.973007202,0.234786987,walking
18:16.8,1071,232391.2581,0.024902344,0.991027832,0.257171631,walking
18:16.8,1072,232391.2681,-0.083602905,1.070465088,0.309936523,walking
18:16.8,1073,232391.2781,-0.157821655,1.186096191,0.274520874,walking
18:16.8,1074,232391.2882,-0.202377319,1.36114502,0.13710022,walking
18:16.8,1075,232391.2982,-0.263427734,1.50970459,0.010742188,walking
18:16.8,1076,232391.3082,-0.304244995,1.547409058,-0.02192688,walking
18:16.9,1077,232391.3183,-0.3203125,1.526931763,0.001312256,walking
