loggingTime(txt),loggingSample(N),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),groundTruthLabel
19:38.9,1354,232473.3981,0.500732422,0.010513306,-0.863388062,sitting
19:38.9,1355,232473.4081,0.499923706,0.011306763,-0.865570068,sitting
19:39.0,1356,232473.4181,0.500289917,0.01133728,-0.866409302,sitting
19:39.0,1357,232473.4282,0.499725342,0.011764526,-0.864929199,sitting
19:39.0,1358,232473.4382,0.498321533,0.012207031,-0.863494873,sitting
19:39.0,1359,232473.4482,0.498214722,0.012329102,-0.862747192,sitting
19:39.0,1360,232473.4583,0.49937439,0.012191772,-0.862457275,sitting
19:39.0,1361,232473.4683,0.498443604,0.01234436,-0.862319946,sitting
19:39.0,1362,232473.4783,0.498352051,0.012283325,-0.861938477,sitting
19:39.0,1363,232473.4883,0.499038696,0.011062622,-0.860610962,sitting
19:39.0,1364,232473.4984,0.501113892,0.009735107,-0.861251831,sitting
19:39.0,1365,232473.5084,0.501998901,0.008911133,-0.86227417,sitting
19:39.1,1366,232473.5184,0.502502441,0.008666992,-0.859939575,sitting
19:39.1,1367,232473.5284,0.503692627,0.009597778,-0.860687256,sitting
19:39.1,1368,232473.5385,0.502700806,0.009048462,-0.860916138,sitting
19:39.1,1369,232473.5485,0.502441406,0.007781982,-0.861282349,sitting
19:39.1,1370,232473.5585,0.503265381,0.007003784,-0.8618927,sitting
19:39.1,1371,232473.5686,0.504257202,0.005096436,-0.861953735,sitting
19:39.1,1372,232473.5786,0.507324219,0.003814697,-0.862228394,sitting
19:39.1,1373,232473.5886,0.506561279,0.003509521,-0.862670898,sitting
19:39.1,1374,232473.5986,0.505340576,0.008026123,-0.86366272,sitting
19:39.2,1375,232473.6087,0.506164551,0.011520386,-0.863204956,sitting
19:39.2,1376,232473.6187,0.505569458,0.008651733,-0.863540649,sitting
19:39.2,1377,232473.6287,0.504150391,0.005340576,-0.861373901,sitting
19:39.2,1378,232473.6388,0.505126953,0.004470825,-0.857330322,sitting
19:39.2,1379,232473.6488,0.504562378,0.003631592,-0.85585022,sitting
19:39.2,1380,232473.6588,0.50428772,0.003860474,-0.858917236,sitting
19:39.2,1381,232473.6688,0.502944946,0.003143311,-0.859176636,sitting
19:39.2,1382,232473.6789,0.502243042,0.002883911,-0.857376099,sitting
19:39.2,1383,232473.6889,0.503082275,0.002944946,-0.859405518,sitting
19:39.2,1384,232473.6989,0.50428772,0.002471924,-0.861755371,sitting
19:39.3,1385,232473.7089,0.503677368,0.003890991,-0.860977173,sitting
19:39.3,1386,232473.719,0.502685547,0.004699707,-0.86227417,sitting
19:39.3,1387,232473.729,0.502441406,0.005813599,-0.863220215,sitting
19:39.3,1388,232473.739,0.501358032,0.006317139,-0.86428833,sitting
19:39.3,1389,232473.7491,0.500915527,0.007034302,-0.863937378,sitting
19:39.3,1390,232473.7591,0.501068115,0.007598877,-0.862243652,sitting
19:39.3,1391,232473.7691,0.501602173,0.007888794,-0.860458374,sitting
19:39.3,1392,232473.7791,0.500488281,0.008224487,-0.862106323,sitting
19:39.3,1393,232473.7892,0.5,0.007125854,-0.863433838,sitting
19:39.3,1394,232473.7992,0.499526978,0.007858276,-0.862121582,sitting
19:39.4,1395,232473.8092,0.499526978,0.006942749,-0.861724854,sitting
19:39.4,1396,232473.8192,0.500808716,0.007843018,-0.862243652,sitting
19:39.4,1397,232473.8293,0.500534058,0.008453369,-0.862228394,sitting
19:39.4,1398,232473.8393,0.499694824,0.006912231,-0.861251831,sitting
19:39.4,1399,232473.8493,0.500076294,0.006408691,-0.862350464,sitting
19:39.4,1400,232473.8594,0.501190186,0.006103516,-0.862609863,sitting
19:39.4,1401,232473.8694,0.501449585,0.004959106,-0.861907959,sitting
19:39.4,1402,232473.8794,0.500335693,0.005584717,-0.861083984,sitting
19:39.4,1403,232473.8894,0.500289917,0.006149292,-0.861068726,sitting
19:39.4,1404,232473.8995,0.500915527,0.006118774,-0.861633301,sitting
19:39.5,1405,232473.9095,0.500396729,0.004074097,-0.860671997,sitting
19:39.5,1406,232473.9195,0.5,0.003585815,-0.86088562,sitting
19:39.5,1407,232473.9295,0.502105713,0.003250122,-0.860794067,sitting
19:39.5,1408,232473.9396,0.503494263,0.00239563,-0.863250732,sitting
19:39.5,1409,232473.9496,0.503631592,0.00201416,-0.862640381,sitting
19:39.5,1410,232473.9596,0.502822876,0.001525879,-0.860855103,sitting
19:39.5,1411,232473.9697,0.50378418,0.000457764,-0.859970093,sitting
19:39.5,1412,232473.9797,0.502716064,0.000427246,-0.861053467,sitting
19:39.5,1413,232473.9897,0.501647949,0.000228882,-0.860748291,sitting
19:39.5,1414,232473.9997,0.502548218,0.001144409,-0.860626221,sitting
19:39.6,1415,232474.0098,0.504516602,0.001693726,-0.860443115,sitting
19:39.6,1416,232474.0198,0.504989624,0.000106812,-0.86138916,sitting
19:39.6,1417,232474.0298,0.504608154,0.000808716,-0.862640381,sitting
19:39.6,1418,232474.0399,0.502716064,0.000732422,-0.861206055,sitting
19:39.6,1419,232474.0499,0.502838135,0.000839233,-0.860565186,sitting
19:39.6,1420,232474.0599,0.503540039,0.001068115,-0.86164856,sitting
19:39.6,1421,232474.0699,0.501373291,0.000900269,-0.861404419,sitting
19:39.6,1422,232474.08,0.502807617,-0.000595093,-0.861206055,sitting
19:39.6,1423,232474.09,0.503601074,0.000839233,-0.862838745,sitting
19:39.6,1424,232474.1,0.503860474,0.000976563,-0.866531372,sitting
19:39.7,1425,232474.11,0.502944946,0.001464844,-0.864059448,sitting
19:39.7,1426,232474.1201,0.501815796,0.002304077,-0.863311768,sitting
19:39.7,1427,232474.1301,0.503173828,0.001220703,-0.861282349,sitting
19:39.7,1428,232474.1401,0.502853394,0.000839233,-0.86114502,sitting
19:39.7,1429,232474.1502,0.502853394,0.000488281,-0.859924316,sitting
19:39.7,1430,232474.1602,0.502105713,-0.00062561,-0.85899353,sitting
19:39.7,1431,232474.1702,0.503890991,-7.63E-05,-0.860794067,sitting
19:39.7,1432,232474.1802,0.504882813,9.16E-05,-0.862121582,sitting
19:39.7,1433,232474.1903,0.50340271,-0.000213623,-0.861953735,sitting
19:39.7,1434,232474.2003,0.502929688,9.16E-05,-0.862045288,sitting
19:39.8,1435,232474.2103,0.503662109,0.000366211,-0.861785889,sitting
19:39.8,1436,232474.2203,0.50378418,0,-0.862060547,sitting
19:39.8,1437,232474.2304,0.504180908,-0.00163269,-0.860046387,sitting
19:39.8,1438,232474.2404,0.503616333,-0.000778198,-0.857666016,sitting
19:39.8,1439,232474.2504,0.504364014,7.63E-05,-0.857833862,sitting
19:39.8,1440,232474.2605,0.501953125,-0.00038147,-0.859008789,sitting
19:39.8,1441,232474.2705,0.500274658,-0.001815796,-0.859100342,sitting
19:39.8,1442,232474.2805,0.501068115,-0.002975464,-0.859375,sitting
19:39.8,1443,232474.2905,0.504501343,-0.004226685,-0.861465454,sitting
19:39.8,1444,232474.3006,0.50680542,-0.004470825,-0.863677979,sitting
19:39.9,1445,232474.3106,0.506011963,-0.004623413,-0.865539551,sitting
19:39.9,1446,232474.3206,0.505966187,0.000915527,-0.865310669,sitting
19:39.9,1447,232474.3307,0.505828857,0.004150391,-0.868179321,sitting
19:39.9,1448,232474.3407,0.505203247,0.001495361,-0.866470337,sitting
19:39.9,1449,232474.3507,0.50239563,-0.001556396,-0.860855103,sitting
19:39.9,1450,232474.3607,0.502807617,-0.003601074,-0.856384277,sitting
19:39.9,1451,232474.3708,0.503036499,-0.003326416,-0.854476929,sitting
19:39.9,1452,232474.3808,0.503387451,-0.003372192,-0.855895996,sitting
19:39.9,1453,232474.3908,0.502609253,-0.004333496,-0.857696533,sitting
19:39.9,1454,232474.4008,0.503417969,-0.005523682,-0.858734131,sitting
19:40.0,1455,232474.4109,0.504089355,-0.006072998,-0.860244751,sitting
19:40.0,1456,232474.4209,0.504318237,-0.005371094,-0.865249634,sitting
19:40.0,1457,232474.4309,0.502502441,-0.003890991,-0.863510132,sitting
19:40.0,1458,232474.441,0.499526978,-0.003677368,-0.860931396,sitting
19:40.0,1459,232474.451,0.499954224,-0.005233765,-0.860412598,sitting
19:40.0,1460,232474.461,0.501678467,-0.004974365,-0.86038208,sitting
19:40.0,1461,232474.471,0.500442505,-0.00479126,-0.860778809,sitting
19:40.0,1462,232474.4811,0.501022339,-0.003829956,-0.861175537,sitting
19:40.0,1463,232474.4911,0.501907349,-0.002288818,-0.862030029,sitting
19:40.0,1464,232474.5011,0.501937866,-0.002304077,-0.865493774,sitting
19:40.1,1465,232474.5111,0.499862671,-0.002105713,-0.865127563,sitting
19:40.1,1466,232474.5211,0.500762939,-0.002349854,-0.862319946,sitting
19:40.1,1467,232474.5311,0.500823975,-0.0027771,-0.861953735,sitting
19:40.1,1468,232474.5412,0.500488281,-0.002883911,-0.862731934,sitting
19:40.1,1469,232474.5512,0.499343872,-0.002120972,-0.862136841,sitting
19:40.1,1470,232474.5612,0.500091553,-0.002243042,-0.86164856,sitting
19:40.1,1471,232474.5712,0.501052856,-0.001739502,-0.861984253,sitting
19:40.1,1472,232474.5812,0.501312256,-0.003250122,-0.862518311,sitting
19:40.1,1473,232474.5912,0.501556396,-0.003387451,-0.860488892,sitting
19:40.1,1474,232474.6012,0.502807617,-0.004241943,-0.859161377,sitting
19:40.2,1475,232474.6112,0.504074097,-0.004684448,-0.861343384,sitting
19:40.2,1476,232474.6212,0.504928589,-0.006317139,-0.861953735,sitting
19:40.2,1477,232474.6312,0.504364014,-0.007537842,-0.860717773,sitting
19:40.2,1478,232474.6413,0.505462646,-0.00819397,-0.859481812,sitting
19:40.2,1479,232474.6513,0.506958008,-0.01020813,-0.859405518,sitting
19:40.2,1480,232474.6613,0.507415771,-0.010986328,-0.861236572,sitting
19:40.2,1481,232474.6713,0.506500244,-0.010986328,-0.859481812,sitting
19:40.2,1482,232474.6813,0.5052948,-0.010696411,-0.860137939,sitting
19:40.2,1483,232474.6913,0.506713867,-0.010940552,-0.859237671,sitting
19:40.2,1484,232474.7013,0.505554199,-0.010223389,-0.860031128,sitting
19:40.3,1485,232474.7113,0.504989624,-0.010742188,-0.85975647,sitting
19:40.3,1486,232474.7213,0.504562378,-0.010818481,-0.860473633,sitting
19:40.3,1487,232474.7313,0.50553894,-0.009475708,-0.862808228,sitting
19:40.3,1488,232474.7414,0.505355835,-0.010025024,-0.862915039,sitting
19:40.3,1489,232474.7514,0.503433228,-0.010147095,-0.860931396,sitting
19:40.3,1490,232474.7614,0.503036499,-0.009307861,-0.859024048,sitting
19:40.3,1491,232474.7714,0.503128052,-0.009368896,-0.858566284,sitting
19:40.3,1492,232474.7814,0.501678467,-0.008514404,-0.861206055,sitting
19:40.3,1493,232474.7914,0.500900269,-0.007827759,-0.860427856,sitting
19:40.3,1494,232474.8014,0.500747681,-0.007400513,-0.861877441,sitting
19:40.4,1495,232474.8114,0.502029419,-0.007492065,-0.863388062,sitting
19:40.4,1496,232474.8214,0.502456665,-0.007522583,-0.86428833,sitting
19:40.4,1497,232474.8314,0.501052856,-0.007827759,-0.863739014,sitting
19:40.4,1498,232474.8415,0.50163269,-0.007247925,-0.862121582,sitting
19:40.4,1499,232474.8515,0.502548218,-0.007522583,-0.862945557,sitting
19:40.4,1500,232474.8615,0.501907349,-0.007019043,-0.862838745,sitting
19:40.4,1501,232474.8715,0.501953125,-0.008178711,-0.860977173,sitting
19:40.4,1502,232474.8815,0.500488281,-0.006896973,-0.859481812,sitting
19:40.4,1503,232474.8915,0.500961304,-0.006286621,-0.860580444,sitting
19:40.4,1504,232474.9015,0.50151062,-0.006820679,-0.86151123,sitting
19:40.5,1505,232474.9115,0.501586914,-0.006988525,-0.858825684,sitting
19:40.5,1506,232474.9215,0.503005981,-0.005462646,-0.860168457,sitting
19:40.5,1507,232474.9315,0.504562378,-0.004196167,-0.862579346,sitting
19:40.5,1508,232474.9415,0.502944946,-0.004257202,-0.86315918,sitting
19:40.5,1509,232474.9516,0.501541138,-0.003631592,-0.862472534,sitting
19:40.5,1510,232474.9616,0.50213623,-0.003768921,-0.861953735,sitting
19:40.5,1511,232474.9716,0.50428772,-0.004241943,-0.864379883,sitting
19:40.5,1512,232474.9816,0.504333496,-0.003814697,-0.865371704,sitting
19:40.5,1513,232474.9916,0.502792358,-0.004043579,-0.861877441,sitting
19:40.5,1514,232475.0016,0.503112793,-0.003463745,-0.861038208,sitting
19:40.6,1515,232475.0116,0.50289917,-0.003570557,-0.861129761,sitting
19:40.6,1516,232475.0216,0.501876831,-0.004470825,-0.859298706,sitting
19:40.6,1517,232475.0316,0.501144409,-0.004089355,-0.859725952,sitting
19:40.6,1518,232475.0416,0.501266479,-0.002243042,-0.86050415,sitting
19:40.6,1519,232475.0516,0.500701904,-0.001373291,-0.861114502,sitting
19:40.6,1520,232475.0617,0.498382568,-0.002792358,-0.862823486,sitting
19:40.6,1521,232475.0717,0.496994019,-0.003234863,-0.863494873,sitting
19:40.6,1522,232475.0817,0.498535156,-0.002883911,-0.862930298,sitting
19:40.6,1523,232475.0917,0.501495361,-0.004180908,-0.865463257,sitting
19:40.6,1524,232475.1017,0.50289917,-0.004821777,-0.865905762,sitting
19:40.7,1525,232475.1117,0.501907349,-0.004333496,-0.86390686,sitting
19:40.7,1526,232475.1217,0.501602173,0.000900269,-0.865219116,sitting
19:40.7,1527,232475.1317,0.500274658,0.001678467,-0.866226196,sitting
19:40.7,1528,232475.1417,0.499786377,-0.002929688,-0.862701416,sitting
19:40.7,1529,232475.1517,0.498153687,-0.0050354,-0.857559204,sitting
19:40.7,1530,232475.1618,0.499801636,-0.007034302,-0.857131958,sitting
19:40.7,1531,232475.1718,0.500473022,-0.007293701,-0.856887817,sitting
19:40.7,1532,232475.1818,0.499359131,-0.007629395,-0.859664917,sitting
19:40.7,1533,232475.1918,0.499481201,-0.008102417,-0.859939575,sitting
19:40.7,1534,232475.2018,0.501739502,-0.009140015,-0.861373901,sitting
19:40.8,1535,232475.2118,0.503112793,-0.009750366,-0.863250732,sitting
19:40.8,1536,232475.2218,0.500961304,-0.008026123,-0.862869263,sitting
19:40.8,1537,232475.2318,0.499282837,-0.006149292,-0.861465454,sitting
19:40.8,1538,232475.2418,0.499221802,-0.004959106,-0.862182617,sitting
19:40.8,1539,232475.2518,0.497940063,-0.003692627,-0.862518311,sitting
19:40.8,1540,232475.2619,0.497619629,-0.001434326,-0.86239624,sitting
19:40.8,1541,232475.2719,0.496856689,0.000213623,-0.863189697,sitting
19:40.8,1542,232475.2819,0.498580933,0.001327515,-0.863677979,sitting
19:40.8,1543,232475.2919,0.500839233,0.002426147,-0.865356445,sitting
19:40.8,1544,232475.3019,0.499801636,0.00213623,-0.866958618,sitting
19:40.9,1545,232475.3119,0.499176025,0.002624512,-0.865371704,sitting
19:40.9,1546,232475.3219,0.500228882,0.001266479,-0.863739014,sitting
19:40.9,1547,232475.3319,0.499465942,0.000579834,-0.862716675,sitting
19:40.9,1548,232475.3419,0.499511719,0.000167847,-0.862670898,sitting
19:40.9,1549,232475.3519,0.498748779,-0.000259399,-0.86151123,sitting
19:40.9,1550,232475.362,0.499160767,-0.00112915,-0.86076355,sitting
19:40.9,1551,232475.372,0.498382568,-0.000595093,-0.862625122,sitting
19:40.9,1552,232475.382,0.498138428,-0.001647949,-0.862823486,sitting
19:40.9,1553,232475.392,0.497665405,-0.001663208,-0.86177063,sitting
19:40.9,1554,232475.402,0.499694824,-0.001571655,-0.861557007,sitting
19:41.0,1555,232475.412,0.501785278,-0.002365112,-0.862991333,sitting
19:41.0,1556,232475.422,0.50062561,-0.001754761,-0.864196777,sitting
19:41.0,1557,232475.432,0.500534058,-0.00138855,-0.862167358,sitting
19:41.0,1558,232475.442,0.500976563,-0.002105713,-0.862289429,sitting
19:41.0,1559,232475.452,0.50062561,-0.002609253,-0.863006592,sitting
19:41.0,1560,232475.462,0.499221802,-0.001235962,-0.862701416,sitting
19:41.0,1561,232475.4721,0.497299194,0.000610352,-0.861572266,sitting
19:41.0,1562,232475.4821,0.497360229,0.001220703,-0.860931396,sitting
19:41.0,1563,232475.4921,0.497283936,0.001022339,-0.862762451,sitting
19:41.0,1564,232475.5021,0.497787476,0.000595093,-0.864257813,sitting
19:41.1,1565,232475.5121,0.497512817,0.001602173,-0.862686157,sitting
19:41.1,1566,232475.5221,0.497787476,0.000854492,-0.863876343,sitting
19:41.1,1567,232475.5321,0.49810791,0.000732422,-0.865585327,sitting
19:41.1,1568,232475.5421,0.496810913,0.000259399,-0.86491394,sitting
19:41.1,1569,232475.5521,0.49659729,0.000534058,-0.863693237,sitting
19:41.1,1570,232475.5621,0.496047974,0.001739502,-0.863021851,sitting
19:41.1,1571,232475.5722,0.496261597,0.002593994,-0.863769531,sitting
19:41.1,1572,232475.5822,0.496459961,0.00340271,-0.863372803,sitting
19:41.1,1573,232475.5922,0.49571228,0.003616333,-0.863510132,sitting
19:41.1,1574,232475.6022,0.495483398,0.002655029,-0.863998413,sitting
19:41.2,1575,232475.6122,0.497024536,0.003173828,-0.864837646,sitting
19:41.2,1576,232475.6222,0.497283936,0.003601074,-0.86265564,sitting
19:41.2,1577,232475.6322,0.49697876,0.002182007,-0.863250732,sitting
19:41.2,1578,232475.6422,0.498077393,0.001663208,-0.863601685,sitting
19:41.2,1579,232475.6522,0.498382568,0.002075195,-0.86555481,sitting
19:41.2,1580,232475.6622,0.497406006,0.001571655,-0.866287231,sitting
19:41.2,1581,232475.6722,0.497787476,0.001586914,-0.864013672,sitting
19:41.2,1582,232475.6823,0.498168945,0.000656128,-0.864242554,sitting
19:41.2,1583,232475.6923,0.497741699,0.00163269,-0.864852905,sitting
19:41.2,1584,232475.7023,0.497009277,0.000900269,-0.862823486,sitting
19:41.3,1585,232475.7123,0.497070313,0.00088501,-0.862030029,sitting
19:41.3,1586,232475.7223,0.498153687,0.001281738,-0.862991333,sitting
19:41.3,1587,232475.7323,0.497512817,0.001556396,-0.864059448,sitting
19:41.3,1588,232475.7423,0.49760437,0.002075195,-0.864837646,sitting
19:41.3,1589,232475.7523,0.496795654,0.001678467,-0.863494873,sitting
19:41.3,1590,232475.7623,0.497894287,0.000915527,-0.863601685,sitting
19:41.3,1591,232475.7723,0.497131348,0.000839233,-0.864639282,sitting
19:41.3,1592,232475.7824,0.496002197,0.001953125,-0.864135742,sitting
19:41.3,1593,232475.7924,0.4947052,0.001663208,-0.864089966,sitting
19:41.3,1594,232475.8024,0.49520874,0.000595093,-0.863082886,sitting
19:41.4,1595,232475.8124,0.496459961,0.000930786,-0.86366272,sitting
19:41.4,1596,232475.8224,0.496734619,0.00213623,-0.862487793,sitting
19:41.4,1597,232475.8324,0.495330811,0.003173828,-0.861160278,sitting
19:41.4,1598,232475.8424,0.494842529,0.002380371,-0.861343384,sitting
19:41.4,1599,232475.8524,0.495162964,0.001937866,-0.864654541,sitting
19:41.4,1600,232475.8624,0.494720459,0.00227356,-0.867370605,sitting
19:41.4,1601,232475.8724,0.498580933,0.002166748,-0.870132446,sitting
19:41.4,1602,232475.8825,0.50012207,0.003677368,-0.869140625,sitting
19:41.4,1603,232475.8925,0.49961853,0.004318237,-0.869171143,sitting
19:41.4,1604,232475.9025,0.497695923,0.007476807,-0.868179321,sitting
19:41.5,1605,232475.9125,0.496887207,0.008956909,-0.868484497,sitting
19:41.5,1606,232475.9225,0.496429443,0.005691528,-0.866195679,sitting
19:41.5,1607,232475.9325,0.496337891,0.001647949,-0.861068726,sitting
19:41.5,1608,232475.9425,0.496948242,-0.000152588,-0.857025146,sitting
19:41.5,1609,232475.9525,0.497299194,-0.00138855,-0.856811523,sitting
19:41.5,1610,232475.9625,0.497833252,-0.001937866,-0.857879639,sitting
19:41.5,1611,232475.9725,0.498092651,-0.000915527,-0.860870361,sitting
19:41.5,1612,232475.9826,0.499389648,-0.002105713,-0.863647461,sitting
19:41.5,1613,232475.9926,0.499603271,-0.002090454,-0.863632202,sitting
19:41.5,1614,232476.0026,0.499404907,-0.000274658,-0.865859985,sitting
19:41.6,1615,232476.0126,0.498474121,0.001754761,-0.86756897,sitting
19:41.6,1616,232476.0226,0.496429443,0.003143311,-0.865219116,sitting
19:41.6,1617,232476.0326,0.495315552,0.003463745,-0.863250732,sitting
19:41.6,1618,232476.0426,0.493774414,0.003097534,-0.862792969,sitting
19:41.6,1619,232476.0526,0.495483398,0.004486084,-0.86328125,sitting
19:41.6,1620,232476.0626,0.495437622,0.005615234,-0.865112305,sitting
19:41.6,1621,232476.0726,0.496582031,0.005691528,-0.864562988,sitting
19:41.6,1622,232476.0826,0.497314453,0.004241943,-0.866088867,sitting
19:41.6,1623,232476.0927,0.49848938,0.003463745,-0.867095947,sitting
19:41.6,1624,232476.1027,0.49760437,0.000656128,-0.864822388,sitting
19:41.7,1625,232476.1127,0.49810791,0.000717163,-0.864562988,sitting
19:41.7,1626,232476.1227,0.4972229,0.000473022,-0.863250732,sitting
19:41.7,1627,232476.1327,0.495925903,-0.000320435,-0.862716675,sitting
19:41.7,1628,232476.1427,0.495330811,0.000640869,-0.864318848,sitting
19:41.7,1629,232476.1527,0.495986938,0.000671387,-0.864547729,sitting
19:41.7,1630,232476.1627,0.496780396,-0.000442505,-0.864395142,sitting
19:41.7,1631,232476.1727,0.498291016,-0.000839233,-0.865356445,sitting
19:41.7,1632,232476.1827,0.498519897,-0.000152588,-0.864776611,sitting
19:41.7,1633,232476.1928,0.497817993,0.000473022,-0.863769531,sitting
19:41.7,1634,232476.2028,0.497787476,-0.000686646,-0.863586426,sitting
19:41.8,1635,232476.2128,0.49848938,-0.001235962,-0.864074707,sitting
19:41.8,1636,232476.2228,0.498718262,-0.001663208,-0.863037109,sitting
19:41.8,1637,232476.2328,0.499237061,-0.001190186,-0.863021851,sitting
19:41.8,1638,232476.2428,0.499740601,-0.00088501,-0.864837646,sitting
19:41.8,1639,232476.2528,0.499862671,-0.000732422,-0.864425659,sitting
19:41.8,1640,232476.2628,0.499237061,-0.00050354,-0.864044189,sitting
19:41.8,1641,232476.2728,0.497817993,-0.000244141,-0.862335205,sitting
19:41.8,1642,232476.2828,0.498413086,-9.16E-05,-0.862472534,sitting
19:41.8,1643,232476.2929,0.498931885,0.000473022,-0.863800049,sitting
19:41.8,1644,232476.3029,0.498168945,0.001556396,-0.864501953,sitting
19:41.9,1645,232476.3129,0.4972229,0.001266479,-0.863006592,sitting
19:41.9,1646,232476.3229,0.49710083,0.001190186,-0.862930298,sitting
19:41.9,1647,232476.3329,0.497238159,0.001495361,-0.862991333,sitting
19:41.9,1648,232476.3429,0.496749878,0.001464844,-0.863113403,sitting
19:41.9,1649,232476.3529,0.497421265,0.000442505,-0.863464355,sitting
19:41.9,1650,232476.3629,0.498352051,-0.000366211,-0.862442017,sitting
19:41.9,1651,232476.3729,0.498245239,-0.001022339,-0.86378479,sitting
19:41.9,1652,232476.3829,0.498046875,-0.001403809,-0.864654541,sitting
19:41.9,1653,232476.393,0.496887207,7.63E-05,-0.86491394,sitting
19:41.9,1654,232476.403,0.496963501,0.000335693,-0.865341187,sitting
19:42.0,1655,232476.413,0.497055054,0.000747681,-0.864532471,sitting
19:42.0,1656,232476.423,0.496902466,0.000305176,-0.86416626,sitting
19:42.0,1657,232476.433,0.496063232,0.002029419,-0.862411499,sitting
19:42.0,1658,232476.443,0.497741699,0.002502441,-0.863433838,sitting
19:42.0,1659,232476.453,0.496429443,0.002731323,-0.865264893,sitting
19:42.0,1660,232476.463,0.497329712,0.002761841,-0.863830566,sitting
19:42.0,1661,232476.473,0.498550415,0.002746582,-0.864196777,sitting
19:42.0,1662,232476.4831,0.499221802,0.003433228,-0.864593506,sitting
19:42.0,1663,232476.4931,0.498550415,0.002746582,-0.864120483,sitting
19:42.0,1664,232476.5031,0.497817993,0.001739502,-0.862609863,sitting
19:42.1,1665,232476.5131,0.497772217,0.000198364,-0.862823486,sitting
19:42.1,1666,232476.5231,0.498840332,0.002487183,-0.86138916,sitting
19:42.1,1667,232476.5331,0.498092651,0.003601074,-0.86126709,sitting
19:42.1,1668,232476.5431,0.497116089,0.002532959,-0.862854004,sitting
19:42.1,1669,232476.5531,0.497146606,0.002487183,-0.862289429,sitting
19:42.1,1670,232476.5631,0.499023438,0.00163269,-0.863372803,sitting
19:42.1,1671,232476.5732,0.500823975,0.000732422,-0.863952637,sitting
19:42.1,1672,232476.5832,0.501312256,0.000793457,-0.866073608,sitting
19:42.1,1673,232476.5932,0.501663208,0.002243042,-0.863754272,sitting
19:42.1,1674,232476.6032,0.500335693,0.005630493,-0.864227295,sitting
19:42.2,1675,232476.6132,0.498123169,0.009216309,-0.866424561,sitting
19:42.2,1676,232476.6232,0.496154785,0.007629395,-0.866333008,sitting
19:42.2,1677,232476.6332,0.495986938,0.004379272,-0.863830566,sitting
19:42.2,1678,232476.6432,0.496795654,0.002120972,-0.861236572,sitting
19:42.2,1679,232476.6532,0.497711182,0.00088501,-0.860031128,sitting
19:42.2,1680,232476.6632,0.497436523,0.000320435,-0.860397339,sitting
19:42.2,1681,232476.6733,0.497528076,-1.53E-05,-0.861083984,sitting
19:42.2,1682,232476.6833,0.499389648,-0.002288818,-0.862625122,sitting
19:42.2,1683,232476.6933,0.499801636,-0.001739502,-0.862930298,sitting
19:42.2,1684,232476.7033,0.498062134,0.000457764,-0.863983154,sitting
19:42.3,1685,232476.7133,0.496505737,0.002838135,-0.863235474,sitting
19:42.3,1686,232476.7233,0.495071411,0.004714966,-0.86177063,sitting
19:42.3,1687,232476.7333,0.495056152,0.006774902,-0.86126709,sitting
19:42.3,1688,232476.7433,0.494506836,0.007781982,-0.862960815,sitting
19:42.3,1689,232476.7533,0.494857788,0.009185791,-0.864456177,sitting
19:42.3,1690,232476.7634,0.495300293,0.010360718,-0.864883423,sitting
19:42.3,1691,232476.7734,0.49621582,0.010131836,-0.86579895,sitting
19:42.3,1692,232476.7834,0.496765137,0.009216309,-0.867034912,sitting
19:42.3,1693,232476.7934,0.496505737,0.00869751,-0.868041992,sitting
19:42.3,1694,232476.8034,0.496887207,0.007644653,-0.867294312,sitting
19:42.4,1695,232476.8134,0.497406006,0.006866455,-0.864944458,sitting
19:42.4,1696,232476.8234,0.497894287,0.007324219,-0.865005493,sitting
19:42.4,1697,232476.8334,0.498046875,0.006637573,-0.86265564,sitting
19:42.4,1698,232476.8434,0.498809814,0.006881714,-0.861297607,sitting
19:42.4,1699,232476.8535,0.499069214,0.005523682,-0.860412598,sitting
19:42.4,1700,232476.8635,0.498626709,0.003555298,-0.8621521,sitting
19:42.4,1701,232476.8735,0.499282837,0.002120972,-0.861831665,sitting
19:42.4,1702,232476.8835,0.498474121,0.001815796,-0.861846924,sitting
19:42.4,1703,232476.8935,0.498703003,0.002929688,-0.861572266,sitting
19:42.4,1704,232476.9035,0.499389648,0.003356934,-0.862625122,sitting
19:42.5,1705,232476.9135,0.498626709,0.004180908,-0.8618927,sitting
19:42.5,1706,232476.9235,0.499160767,0.00352478,-0.863174438,sitting
19:42.5,1707,232476.9335,0.499267578,0.004180908,-0.864044189,sitting
19:42.5,1708,232476.9436,0.498672485,0.002929688,-0.863006592,sitting
19:42.5,1709,232476.9536,0.499862671,0.002822876,-0.861541748,sitting
19:42.5,1710,232476.9636,0.500015259,0.004211426,-0.863189697,sitting
19:42.5,1711,232476.9736,0.498977661,0.004501343,-0.863250732,sitting
19:42.5,1712,232476.9836,0.499435425,0.003768921,-0.862609863,sitting
19:42.5,1713,232476.9936,0.499801636,0.003952026,-0.862716675,sitting
19:42.5,1714,232477.0036,0.500488281,0.004272461,-0.863983154,sitting
19:42.6,1715,232477.0136,0.499465942,0.005371094,-0.864532471,sitting
19:42.6,1716,232477.0236,0.499069214,0.00680542,-0.863235474,sitting
