loggingTime(txt),loggingSample(N),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),groundTruthLabel
20:43.8,818,232538.2402,-0.206497192,0.971099854,0.074783325,standing
20:43.8,819,232538.2502,-0.207931519,0.967208862,0.075149536,standing
20:43.8,820,232538.2602,-0.209609985,0.965118408,0.078338623,standing
20:43.8,821,232538.2703,-0.213241577,0.966064453,0.080368042,standing
20:43.8,822,232538.2803,-0.21546936,0.966918945,0.080413818,standing
20:43.8,823,232538.2903,-0.217437744,0.966308594,0.079467773,standing
20:43.8,824,232538.3003,-0.223587036,0.96484375,0.077041626,standing
20:43.8,825,232538.3104,-0.226333618,0.963058472,0.077346802,standing
20:43.9,826,232538.3204,-0.226669312,0.962265015,0.077972412,standing
20:43.9,827,232538.3304,-0.225662231,0.962417603,0.081085205,standing
20:43.9,828,232538.3404,-0.224212646,0.965515137,0.080322266,standing
20:43.9,829,232538.3505,-0.223617554,0.969039917,0.078491211,standing
20:43.9,830,232538.3605,-0.223648071,0.971984863,0.078216553,standing
20:43.9,831,232538.3705,-0.221496582,0.973495483,0.078720093,standing
20:43.9,832,232538.3806,-0.219116211,0.97354126,0.080581665,standing
20:43.9,833,232538.3906,-0.216094971,0.97354126,0.081359863,standing
20:43.9,834,232538.4006,-0.216110229,0.974334717,0.079452515,standing
20:43.9,835,232538.4106,-0.216934204,0.975509644,0.076782227,standing
20:44.0,836,232538.4207,-0.218399048,0.976791382,0.073745728,standing
20:44.0,837,232538.4307,-0.219284058,0.977050781,0.075393677,standing
20:44.0,838,232538.4407,-0.218582153,0.975906372,0.076553345,standing
20:44.0,839,232538.4508,-0.216033936,0.974502563,0.078094482,standing
20:44.0,840,232538.4608,-0.213806152,0.973876953,0.081588745,standing
20:44.0,841,232538.4708,-0.211654663,0.972763062,0.083862305,standing
20:44.0,842,232538.4808,-0.21144104,0.972122192,0.083572388,standing
20:44.0,843,232538.4909,-0.210861206,0.971054077,0.084518433,standing
20:44.0,844,232538.5009,-0.212875366,0.968551636,0.082641602,standing
20:44.0,845,232538.5109,-0.217376709,0.968917847,0.08052063,standing
20:44.1,846,232538.5209,-0.222518921,0.972427368,0.079101563,standing
20:44.1,847,232538.531,-0.222671509,0.972320557,0.077468872,standing
20:44.1,848,232538.541,-0.223251343,0.970077515,0.076828003,standing
20:44.1,849,232538.551,-0.223937988,0.968582153,0.078521729,standing
20:44.1,850,232538.5611,-0.223800659,0.966445923,0.078048706,standing
20:44.1,851,232538.5711,-0.221450806,0.968139648,0.076080322,standing
20:44.1,852,232538.5811,-0.220092773,0.968688965,0.076583862,standing
20:44.1,853,232538.5911,-0.218231201,0.971496582,0.079116821,standing
20:44.1,854,232538.6012,-0.216018677,0.972747803,0.078781128,standing
20:44.1,855,232538.6112,-0.21421814,0.973297119,0.081100464,standing
20:44.2,856,232538.6212,-0.214950562,0.973449707,0.081420898,standing
20:44.2,857,232538.6312,-0.213973999,0.973724365,0.08039856,standing
20:44.2,858,232538.6413,-0.213897705,0.97265625,0.078689575,standing
20:44.2,859,232538.6513,-0.214538574,0.972351074,0.079544067,standing
20:44.2,860,232538.6613,-0.213516235,0.970092773,0.081665039,standing
20:44.2,861,232538.6714,-0.212585449,0.969482422,0.082107544,standing
20:44.2,862,232538.6814,-0.210632324,0.968231201,0.083694458,standing
20:44.2,863,232538.6914,-0.210906982,0.970077515,0.085708618,standing
20:44.2,864,232538.7014,-0.212936401,0.972076416,0.085235596,standing
20:44.2,865,232538.7115,-0.217727661,0.972473145,0.084320068,standing
20:44.3,866,232538.7215,-0.220581055,0.972763062,0.083129883,standing
20:44.3,867,232538.7315,-0.221572876,0.972381592,0.08152771,standing
20:44.3,868,232538.7416,-0.221694946,0.971481323,0.081588745,standing
20:44.3,869,232538.7516,-0.221130371,0.972137451,0.082168579,standing
20:44.3,870,232538.7616,-0.220321655,0.973052979,0.081298828,standing
20:44.3,871,232538.7716,-0.217849731,0.970977783,0.081222534,standing
20:44.3,872,232538.7817,-0.215988159,0.967407227,0.083724976,standing
20:44.3,873,232538.7917,-0.21383667,0.967697144,0.084014893,standing
20:44.3,874,232538.8017,-0.214584351,0.971115112,0.081771851,standing
20:44.3,875,232538.8117,-0.212493896,0.972640991,0.080932617,standing
20:44.4,876,232538.8218,-0.211029053,0.97277832,0.080734253,standing
20:44.4,877,232538.8318,-0.209884644,0.972640991,0.080154419,standing
20:44.4,878,232538.8418,-0.207717896,0.971099854,0.080886841,standing
20:44.4,879,232538.8519,-0.204055786,0.971984863,0.081619263,standing
20:44.4,880,232538.8619,-0.204650879,0.97505188,0.080352783,standing
20:44.4,881,232538.8719,-0.206222534,0.977172852,0.079193115,standing
20:44.4,882,232538.8819,-0.208190918,0.977386475,0.077484131,standing
20:44.4,883,232538.892,-0.20791626,0.974517822,0.078033447,standing
20:44.4,884,232538.902,-0.207565308,0.971847534,0.079772949,standing
20:44.4,885,232538.912,-0.208694458,0.972000122,0.080078125,standing
20:44.5,886,232538.9221,-0.211715698,0.973571777,0.08026123,standing
20:44.5,887,232538.9321,-0.21270752,0.975753784,0.079559326,standing
20:44.5,888,232538.9421,-0.212387085,0.977706909,0.079086304,standing
20:44.5,889,232538.9521,-0.212478638,0.977966309,0.079162598,standing
20:44.5,890,232538.9622,-0.213256836,0.973144531,0.078872681,standing
20:44.5,891,232538.9722,-0.211273193,0.969619751,0.079360962,standing
20:44.5,892,232538.9822,-0.212600708,0.967727661,0.079544067,standing
20:44.5,893,232538.9922,-0.213684082,0.969314575,0.079391479,standing
20:44.5,894,232539.0023,-0.213256836,0.973968506,0.078216553,standing
20:44.5,895,232539.0123,-0.210586548,0.9765625,0.077163696,standing
20:44.6,896,232539.0223,-0.206848145,0.977523804,0.079620361,standing
20:44.6,897,232539.0324,-0.203094482,0.975036621,0.082839966,standing
20:44.6,898,232539.0424,-0.201065063,0.972595215,0.082946777,standing
20:44.6,899,232539.0524,-0.202285767,0.972244263,0.083374023,standing
20:44.6,900,232539.0624,-0.206954956,0.972427368,0.082443237,standing
20:44.6,901,232539.0725,-0.21206665,0.973587036,0.081588745,standing
20:44.6,902,232539.0825,-0.21534729,0.974960327,0.081237793,standing
20:44.6,903,232539.0925,-0.216400146,0.972488403,0.081878662,standing
20:44.6,904,232539.1026,-0.216796875,0.969604492,0.082901001,standing
20:44.6,905,232539.1126,-0.215698242,0.967132568,0.084014893,standing
20:44.7,906,232539.1226,-0.214126587,0.967391968,0.084442139,standing
20:44.7,907,232539.1326,-0.212860107,0.969696045,0.082626343,standing
20:44.7,908,232539.1427,-0.213195801,0.971954346,0.082015991,standing
20:44.7,909,232539.1527,-0.212020874,0.972457886,0.082748413,standing
20:44.7,910,232539.1627,-0.210983276,0.970825195,0.082748413,standing
20:44.7,911,232539.1727,-0.210174561,0.969177246,0.082839966,standing
20:44.7,912,232539.1828,-0.211654663,0.970932007,0.082870483,standing
20:44.7,913,232539.1928,-0.213317871,0.972930908,0.082214355,standing
20:44.7,914,232539.2028,-0.214889526,0.97354126,0.081130981,standing
20:44.8,915,232539.2129,-0.216934204,0.971832275,0.082107544,standing
20:44.8,916,232539.2229,-0.216186523,0.971633911,0.081878662,standing
20:44.8,917,232539.2329,-0.216033936,0.971038818,0.082687378,standing
20:44.8,918,232539.2429,-0.215194702,0.970703125,0.081970215,standing
20:44.8,919,232539.253,-0.214767456,0.96963501,0.082199097,standing
20:44.8,920,232539.263,-0.213973999,0.970581055,0.082977295,standing
20:44.8,921,232539.273,-0.215301514,0.973114014,0.081665039,standing
20:44.8,922,232539.283,-0.215042114,0.974914551,0.081848145,standing
20:44.8,923,232539.2931,-0.213562012,0.975799561,0.080245972,standing
20:44.8,924,232539.3031,-0.210891724,0.974472046,0.079910278,standing
20:44.9,925,232539.3131,-0.208068848,0.973022461,0.080352783,standing
20:44.9,926,232539.3232,-0.207077026,0.971908569,0.078491211,standing
20:44.9,927,232539.3332,-0.207321167,0.972457886,0.078079224,standing
20:44.9,928,232539.3432,-0.20854187,0.973876953,0.077804565,standing
20:44.9,929,232539.3532,-0.209320068,0.97517395,0.077972412,standing
20:44.9,930,232539.3633,-0.209747314,0.974853516,0.076782227,standing
20:44.9,931,232539.3733,-0.208938599,0.974121094,0.078384399,standing
20:44.9,932,232539.3833,-0.20854187,0.972991943,0.079269409,standing
20:44.9,933,232539.3934,-0.209503174,0.973510742,0.079437256,standing
20:44.9,934,232539.4034,-0.211593628,0.97517395,0.077636719,standing
20:45.0,935,232539.4134,-0.213729858,0.973464966,0.076461792,standing
20:45.0,936,232539.4234,-0.213760376,0.972900391,0.075759888,standing
20:45.0,937,232539.4335,-0.211212158,0.974243164,0.076171875,standing
20:45.0,938,232539.4435,-0.208969116,0.974395752,0.077026367,standing
20:45.0,939,232539.4535,-0.205856323,0.973068237,0.078155518,standing
20:45.0,940,232539.4635,-0.20413208,0.972854614,0.078811646,standing
20:45.0,941,232539.4736,-0.205047607,0.970901489,0.077377319,standing
20:45.0,942,232539.4836,-0.206161499,0.971878052,0.077026367,standing
20:45.0,943,232539.4936,-0.206512451,0.9737854,0.077667236,standing
20:45.0,944,232539.5037,-0.207122803,0.974365234,0.075515747,standing
20:45.1,945,232539.5137,-0.207733154,0.974380493,0.075531006,standing
20:45.1,946,232539.5237,-0.208633423,0.97328186,0.076416016,standing
20:45.1,947,232539.5337,-0.208984375,0.972396851,0.077850342,standing
20:45.1,948,232539.5438,-0.209381104,0.972930908,0.076583862,standing
20:45.1,949,232539.5538,-0.211257935,0.972869873,0.077682495,standing
20:45.1,950,232539.5638,-0.213363647,0.972396851,0.077774048,standing
20:45.1,951,232539.5739,-0.213119507,0.974197388,0.079208374,standing
20:45.1,952,232539.5839,-0.213226318,0.975372314,0.079467773,standing
20:45.1,953,232539.5939,-0.21446228,0.97517395,0.076553345,standing
20:45.1,954,232539.6039,-0.213851929,0.972991943,0.076858521,standing
20:45.2,955,232539.614,-0.212661743,0.971755981,0.076812744,standing
20:45.2,956,232539.624,-0.212600708,0.971618652,0.076766968,standing
20:45.2,957,232539.634,-0.213088989,0.971038818,0.078948975,standing
20:45.2,958,232539.644,-0.210403442,0.970199585,0.07989502,standing
20:45.2,959,232539.6541,-0.207717896,0.969482422,0.081481934,standing
20:45.2,960,232539.6641,-0.207992554,0.969161987,0.080764771,standing
20:45.2,961,232539.6741,-0.210342407,0.971939087,0.079605103,standing
20:45.2,962,232539.6842,-0.213531494,0.974014282,0.07862854,standing
20:45.2,963,232539.6942,-0.215789795,0.973709106,0.078887939,standing
20:45.2,964,232539.7042,-0.217407227,0.973068237,0.080474854,standing
20:45.3,965,232539.7142,-0.217163086,0.971740723,0.080917358,standing
20:45.3,966,232539.7243,-0.215667725,0.971618652,0.08190918,standing
20:45.3,967,232539.7343,-0.215454102,0.970825195,0.082962036,standing
20:45.3,968,232539.7443,-0.215377808,0.969284058,0.083267212,standing
20:45.3,969,232539.7543,-0.217712402,0.969863892,0.082611084,standing
20:45.3,970,232539.7644,-0.219589233,0.972976685,0.082458496,standing
20:45.3,971,232539.7744,-0.219970703,0.975570679,0.080368042,standing
20:45.3,972,232539.7844,-0.217544556,0.977416992,0.079986572,standing
20:45.3,973,232539.7945,-0.215316772,0.976791382,0.079650879,standing
20:45.3,974,232539.8045,-0.212600708,0.973007202,0.081115723,standing
20:45.4,975,232539.8145,-0.210617065,0.971450806,0.081298828,standing
20:45.4,976,232539.8245,-0.211074829,0.969467163,0.079910278,standing
20:45.4,977,232539.8346,-0.21206665,0.969848633,0.079284668,standing
20:45.4,978,232539.8446,-0.213775635,0.970993042,0.077957153,standing
20:45.4,979,232539.8546,-0.213592529,0.970581055,0.078186035,standing
20:45.4,980,232539.8647,-0.212417603,0.971282959,0.079299927,standing
20:45.4,981,232539.8747,-0.211456299,0.971588135,0.081619263,standing
20:45.4,982,232539.8847,-0.209396362,0.971298218,0.080429077,standing
20:45.4,983,232539.8947,-0.207901001,0.971481323,0.078018188,standing
20:45.4,984,232539.9048,-0.208633423,0.97114563,0.07762146,standing
20:45.5,985,232539.9148,-0.208450317,0.97114563,0.078369141,standing
20:45.5,986,232539.9248,-0.209381104,0.972366333,0.078445435,standing
20:45.5,987,232539.9348,-0.208694458,0.973739624,0.079223633,standing
20:45.5,988,232539.9449,-0.209381104,0.976531982,0.079391479,standing
20:45.5,989,232539.9549,-0.207641602,0.978469849,0.07875061,standing
20:45.5,990,232539.9649,-0.207229614,0.977401733,0.077331543,standing
20:45.5,991,232539.975,-0.207275391,0.976669312,0.078659058,standing
20:45.5,992,232539.985,-0.208602905,0.975418091,0.079315186,standing
20:45.5,993,232539.995,-0.209457397,0.972915649,0.079559326,standing
20:45.5,994,232540.005,-0.209197998,0.971832275,0.079864502,standing
20:45.6,995,232540.0151,-0.210739136,0.971343994,0.080764771,standing
20:45.6,996,232540.0251,-0.21206665,0.972061157,0.080886841,standing
20:45.6,997,232540.0351,-0.213806152,0.970489502,0.081924438,standing
20:45.6,998,232540.0452,-0.214141846,0.96937561,0.082015991,standing
20:45.6,999,232540.0552,-0.214324951,0.970504761,0.080978394,standing
20:45.6,1000,232540.0652,-0.213806152,0.971481323,0.07925415,standing
20:45.6,1001,232540.0752,-0.212844849,0.973068237,0.079208374,standing
20:45.6,1002,232540.0853,-0.211898804,0.973495483,0.078689575,standing
20:45.6,1003,232540.0953,-0.209594727,0.973144531,0.08001709,standing
20:45.6,1004,232540.1053,-0.20866394,0.971603394,0.079360962,standing
20:45.7,1005,232540.1153,-0.210922241,0.969787598,0.078445435,standing
20:45.7,1006,232540.1254,-0.21081543,0.969833374,0.079223633,standing
20:45.7,1007,232540.1354,-0.211471558,0.972549438,0.080108643,standing
20:45.7,1008,232540.1454,-0.213302612,0.974899292,0.08013916,standing
20:45.7,1009,232540.1555,-0.213348389,0.976196289,0.080825806,standing
20:45.7,1010,232540.1655,-0.213409424,0.974746704,0.081878662,standing
20:45.7,1011,232540.1755,-0.212387085,0.971496582,0.083847046,standing
20:45.7,1012,232540.1855,-0.21383667,0.969436646,0.082687378,standing
20:45.7,1013,232540.1956,-0.217025757,0.970474243,0.081512451,standing
20:45.7,1014,232540.2056,-0.219436646,0.971633911,0.079208374,standing
20:45.8,1015,232540.2156,-0.221633911,0.974365234,0.078674316,standing
20:45.8,1016,232540.2257,-0.220825195,0.976516724,0.079421997,standing
20:45.8,1017,232540.2357,-0.219436646,0.976501465,0.081008911,standing
20:45.8,1018,232540.2457,-0.218109131,0.973953247,0.079727173,standing
20:45.8,1019,232540.2557,-0.216812134,0.969329834,0.079086304,standing
20:45.8,1020,232540.2657,-0.214355469,0.965423584,0.079315186,standing
20:45.8,1021,232540.2758,-0.214248657,0.966110229,0.078872681,standing
20:45.8,1022,232540.2858,-0.213058472,0.967315674,0.078765869,standing
20:45.8,1023,232540.2958,-0.211425781,0.969848633,0.07875061,standing
20:45.8,1024,232540.3058,-0.209854126,0.970199585,0.077667236,standing
20:45.9,1025,232540.3158,-0.20880127,0.970993042,0.079315186,standing
20:45.9,1026,232540.3258,-0.20904541,0.973297119,0.080169678,standing
20:45.9,1027,232540.3358,-0.208862305,0.973876953,0.079376221,standing
20:45.9,1028,232540.3458,-0.209762573,0.975067139,0.080169678,standing
20:45.9,1029,232540.3558,-0.21194458,0.976501465,0.078872681,standing
20:45.9,1030,232540.3659,-0.212265015,0.977676392,0.078903198,standing
20:45.9,1031,232540.3759,-0.213470459,0.976119995,0.079544067,standing
20:45.9,1032,232540.3859,-0.214996338,0.9737854,0.078857422,standing
20:45.9,1033,232540.3959,-0.216033936,0.972244263,0.078674316,standing
20:45.9,1034,232540.4059,-0.215423584,0.971359253,0.077346802,standing
20:46.0,1035,232540.4159,-0.214920044,0.971923828,0.078704834,standing
20:46.0,1036,232540.4259,-0.214935303,0.971298218,0.078659058,standing
20:46.0,1037,232540.4359,-0.212478638,0.971298218,0.079559326,standing
20:46.0,1038,232540.4459,-0.210510254,0.970367432,0.080856323,standing
20:46.0,1039,232540.456,-0.210067749,0.970336914,0.0809021,standing
20:46.0,1040,232540.466,-0.210525513,0.971237183,0.080062866,standing
20:46.0,1041,232540.476,-0.213287354,0.971252441,0.078704834,standing
20:46.0,1042,232540.486,-0.21472168,0.97052002,0.077560425,standing
20:46.0,1043,232540.496,-0.215591431,0.969909668,0.079330444,standing
20:46.0,1044,232540.506,-0.216567993,0.971191406,0.079330444,standing
20:46.1,1045,232540.516,-0.215270996,0.970840454,0.080444336,standing
20:46.1,1046,232540.526,-0.212738037,0.970184326,0.08164978,standing
20:46.1,1047,232540.536,-0.21206665,0.970550537,0.081481934,standing
20:46.1,1048,232540.546,-0.210784912,0.971633911,0.082519531,standing
20:46.1,1049,232540.5561,-0.212219238,0.971984863,0.082199097,standing
20:46.1,1050,232540.5661,-0.213104248,0.971923828,0.082199097,standing
20:46.1,1051,232540.5761,-0.215255737,0.97215271,0.082443237,standing
20:46.1,1052,232540.5861,-0.217102051,0.972320557,0.081314087,standing
20:46.1,1053,232540.5961,-0.218002319,0.970947266,0.081176758,standing
20:46.1,1054,232540.6061,-0.21963501,0.970855713,0.080581665,standing
20:46.2,1055,232540.6161,-0.220046997,0.972183228,0.081893921,standing
20:46.2,1056,232540.6261,-0.219970703,0.972488403,0.080291748,standing
20:46.2,1057,232540.6361,-0.218536377,0.972732544,0.079071045,standing
20:46.2,1058,232540.6462,-0.216445923,0.972381592,0.078979492,standing
20:46.2,1059,232540.6562,-0.214752197,0.971221924,0.077026367,standing
20:46.2,1060,232540.6662,-0.212600708,0.970428467,0.076202393,standing
20:46.2,1061,232540.6762,-0.210113525,0.971084595,0.077178955,standing
20:46.2,1062,232540.6862,-0.209182739,0.972412109,0.078933716,standing
20:46.2,1063,232540.6962,-0.210418701,0.972763062,0.081619263,standing
20:46.2,1064,232540.7062,-0.212036133,0.972076416,0.081726074,standing
20:46.3,1065,232540.7162,-0.213043213,0.971847534,0.082778931,standing
20:46.3,1066,232540.7262,-0.216247559,0.970550537,0.083755493,standing
20:46.3,1067,232540.7362,-0.218536377,0.971282959,0.084060669,standing
20:46.3,1068,232540.7463,-0.221252441,0.970993042,0.08380127,standing
20:46.3,1069,232540.7563,-0.220672607,0.971740723,0.082244873,standing
20:46.3,1070,232540.7663,-0.220428467,0.971481323,0.081787109,standing
20:46.3,1071,232540.7763,-0.221252441,0.970825195,0.080657959,standing
20:46.3,1072,232540.7863,-0.221878052,0.970489502,0.080291748,standing
20:46.3,1073,232540.7963,-0.22253418,0.97026062,0.07963562,standing
20:46.3,1074,232540.8063,-0.221664429,0.969604492,0.079696655,standing
20:46.4,1075,232540.8163,-0.219955444,0.970428467,0.078430176,standing
20:46.4,1076,232540.8263,-0.218917847,0.97088623,0.080123901,standing
20:46.4,1077,232540.8364,-0.21812439,0.970962524,0.081497192,standing
20:46.4,1078,232540.8464,-0.21786499,0.96887207,0.080154419,standing
20:46.4,1079,232540.8564,-0.217773438,0.967254639,0.079956055,standing
20:46.4,1080,232540.8664,-0.217453003,0.968154907,0.082473755,standing
20:46.4,1081,232540.8764,-0.218460083,0.971328735,0.082077026,standing
20:46.4,1082,232540.8864,-0.218658447,0.972320557,0.082214355,standing
20:46.4,1083,232540.8964,-0.217926025,0.973236084,0.082321167,standing
20:46.4,1084,232540.9064,-0.2162323,0.973129272,0.08366394,standing
20:46.5,1085,232540.9164,-0.215820313,0.971542358,0.08505249,standing
20:46.5,1086,232540.9265,-0.2162323,0.97038269,0.084152222,standing
20:46.5,1087,232540.9365,-0.216705322,0.969909668,0.082458496,standing
20:46.5,1088,232540.9465,-0.217514038,0.969543457,0.080856323,standing
20:46.5,1089,232540.9565,-0.217422485,0.96812439,0.081222534,standing
20:46.5,1090,232540.9665,-0.217483521,0.967788696,0.082046509,standing
20:46.5,1091,232540.9765,-0.215087891,0.968322754,0.083297729,standing
20:46.5,1092,232540.9865,-0.215179443,0.968963623,0.0834198,standing
20:46.5,1093,232540.9965,-0.215820313,0.970275879,0.082122803,standing
20:46.5,1094,232541.0065,-0.216110229,0.971939087,0.079589844,standing
20:46.6,1095,232541.0165,-0.216125488,0.971923828,0.079208374,standing
20:46.6,1096,232541.0266,-0.21572876,0.971618652,0.081008911,standing
20:46.6,1097,232541.0366,-0.214447021,0.97102356,0.080978394,standing
20:46.6,1098,232541.0466,-0.213912964,0.969650269,0.080886841,standing
20:46.6,1099,232541.0566,-0.213394165,0.970474243,0.080917358,standing
20:46.6,1100,232541.0666,-0.21421814,0.970581055,0.083862305,standing
20:46.6,1101,232541.0766,-0.215698242,0.967987061,0.085159302,standing
20:46.6,1102,232541.0866,-0.215240479,0.962432861,0.083404541,standing
20:46.6,1103,232541.0966,-0.214508057,0.958984375,0.087081909,standing
20:46.6,1104,232541.1066,-0.211929321,0.960403442,0.09161377,standing
20:46.7,1105,232541.1167,-0.209228516,0.962799072,0.092193604,standing
20:46.7,1106,232541.1267,-0.203933716,0.96282959,0.098114014,standing
20:46.7,1107,232541.1367,-0.202682495,0.964279175,0.104919434,standing
20:46.7,1108,232541.1467,-0.202880859,0.963058472,0.107421875,standing
20:46.7,1109,232541.1567,-0.204315186,0.964248657,0.113311768,standing
20:46.7,1110,232541.1668,-0.215118408,0.970489502,0.117202759,standing
20:46.7,1111,232541.1768,-0.226196289,0.977844238,0.114578247,standing
20:46.7,1112,232541.1868,-0.233459473,0.979446411,0.113067627,standing
20:46.7,1113,232541.1968,-0.234786987,0.976364136,0.113052368,standing
20:46.7,1114,232541.2069,-0.229492188,0.971954346,0.112411499,standing
20:46.8,1115,232541.2169,-0.220016479,0.971374512,0.108535767,standing
20:46.8,1116,232541.2269,-0.212295532,0.972045898,0.100601196,standing
