loggingTime(txt),loggingSample(N),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G)
01:14.6,5046,242168.8814,-0.155639648,0.98614502,0.042831421
01:14.6,5047,242168.8914,-0.155899048,0.985931396,0.042358398
01:14.6,5048,242168.9014,-0.154968262,0.984970093,0.042404175
01:14.6,5049,242168.9114,-0.15461731,0.984512329,0.041564941
01:14.6,5050,242168.9214,-0.153640747,0.983978271,0.040786743
01:14.7,5051,242168.9314,-0.153121948,0.983322144,0.039489746
01:14.7,5052,242168.9414,-0.152603149,0.982910156,0.038162231
01:14.7,5053,242168.9514,-0.152618408,0.984268188,0.037017822
01:14.7,5054,242168.9614,-0.151565552,0.98600769,0.037109375
01:14.7,5055,242168.9714,-0.150054932,0.987075806,0.035690308
01:14.7,5056,242168.9815,-0.149353027,0.986358643,0.034515381
01:14.7,5057,242168.9915,-0.148742676,0.986755371,0.034439087
01:14.7,5058,242169.0015,-0.148071289,0.988372803,0.033416748
01:14.7,5059,242169.0115,-0.146682739,0.98866272,0.030502319
01:14.7,5060,242169.0215,-0.1459198,0.987731934,0.031402588
01:14.7,5061,242169.0315,-0.145843506,0.988464355,0.030670166
01:14.8,5062,242169.0415,-0.145172119,0.990310669,0.03062439
01:14.8,5063,242169.0515,-0.144424438,0.99079895,0.029022217
01:14.8,5064,242169.0615,-0.145248413,0.990005493,0.02772522
01:14.8,5065,242169.0715,-0.144943237,0.990219116,0.029464722
01:14.8,5066,242169.0815,-0.145126343,0.991897583,0.029205322
01:14.8,5067,242169.0915,-0.145050049,0.991790771,0.030715942
01:14.8,5068,242169.1015,-0.144180298,0.989974976,0.032089233
01:14.8,5069,242169.1116,-0.144317627,0.987014771,0.032669067
01:14.8,5070,242169.1216,-0.145599365,0.985549927,0.032501221
01:14.9,5071,242169.1316,-0.146469116,0.986068726,0.032989502
01:14.9,5072,242169.1416,-0.146865845,0.986465454,0.032821655
01:14.9,5073,242169.1516,-0.147216797,0.987731934,0.032409668
01:14.9,5074,242169.1616,-0.14831543,0.988540649,0.033172607
01:14.9,5075,242169.1716,-0.146881104,0.988632202,0.036483765
01:14.9,5076,242169.1816,-0.146789551,0.988235474,0.038192749
01:14.9,5077,242169.1916,-0.146743774,0.986068726,0.038299561
01:14.9,5078,242169.2016,-0.14692688,0.987197876,0.038253784
01:14.9,5079,242169.2116,-0.147354126,0.986984253,0.036849976
01:14.9,5080,242169.2216,-0.14793396,0.986679077,0.036483765
01:15.0,5081,242169.2317,-0.148635864,0.986755371,0.037796021
01:15.0,5082,242169.2417,-0.148712158,0.987472534,0.037719727
01:15.0,5083,242169.2517,-0.149032593,0.988052368,0.038848877
01:15.0,5084,242169.2617,-0.149032593,0.98739624,0.03843689
01:15.0,5085,242169.2717,-0.149627686,0.986434937,0.038650513
01:15.0,5086,242169.2817,-0.149871826,0.986358643,0.040084839
01:15.0,5087,242169.2917,-0.148666382,0.988769531,0.038818359
01:15.0,5088,242169.3017,-0.149612427,0.98916626,0.038421631
01:15.0,5089,242169.3117,-0.150161743,0.988845825,0.040725708
01:15.0,5090,242169.3217,-0.149139404,0.989776611,0.041625977
01:15.1,5091,242169.3318,-0.148849487,0.989654541,0.041656494
01:15.1,5092,242169.3418,-0.14881897,0.988113403,0.041992188
01:15.1,5093,242169.3518,-0.148223877,0.985824585,0.040786743
01:15.1,5094,242169.3618,-0.149230957,0.985900879,0.040390015
01:15.1,5095,242169.3718,-0.149978638,0.986999512,0.041244507
01:15.1,5096,242169.3818,-0.150527954,0.987716675,0.041503906
01:15.1,5097,242169.3918,-0.150817871,0.987091064,0.0415802
01:15.1,5098,242169.4018,-0.150817871,0.986129761,0.043289185
01:15.1,5099,242169.4118,-0.150466919,0.985595703,0.043869019
01:15.1,5100,242169.4218,-0.149810791,0.984741211,0.044845581
01:15.2,5101,242169.4318,-0.149368286,0.985031128,0.044036865
01:15.2,5102,242169.4419,-0.147857666,0.985656738,0.04347229
01:15.2,5103,242169.4519,-0.147903442,0.98866272,0.04296875
01:15.2,5104,242169.4619,-0.147689819,0.989562988,0.041732788
01:15.2,5105,242169.4719,-0.146789551,0.9894104,0.041564941
01:15.2,5106,242169.4819,-0.147262573,0.988311768,0.040512085
01:15.2,5107,242169.4919,-0.14831543,0.987457275,0.042068481
01:15.2,5108,242169.5019,-0.148178101,0.988235474,0.04119873
01:15.2,5109,242169.5119,-0.147842407,0.98979187,0.042510986
01:15.2,5110,242169.5219,-0.148239136,0.988922119,0.042633057
01:15.3,5111,242169.5319,-0.148803711,0.988693237,0.04397583
01:15.3,5112,242169.5419,-0.149047852,0.98765564,0.043029785
01:15.3,5113,242169.552,-0.148376465,0.987213135,0.043884277
01:15.3,5114,242169.562,-0.147796631,0.987228394,0.042739868
01:15.3,5115,242169.572,-0.148269653,0.987854004,0.043518066
01:15.3,5116,242169.582,-0.147842407,0.98739624,0.043945313
01:15.3,5117,242169.592,-0.14805603,0.986358643,0.044311523
01:15.3,5118,242169.602,-0.149459839,0.98664856,0.043579102
01:15.3,5119,242169.612,-0.149002075,0.986434937,0.04397583
01:15.3,5120,242169.622,-0.149139404,0.98677063,0.045257568
01:15.4,5121,242169.632,-0.149551392,0.987060547,0.046218872
01:15.4,5122,242169.642,-0.150466919,0.986633301,0.045516968
01:15.4,5123,242169.6521,-0.150024414,0.986221313,0.047119141
01:15.4,5124,242169.6621,-0.149887085,0.986022949,0.047073364
01:15.4,5125,242169.6721,-0.149505615,0.987411499,0.046478271
01:15.4,5126,242169.6821,-0.149139404,0.989273071,0.04586792
01:15.4,5127,242169.6921,-0.147781372,0.989273071,0.046401978
01:15.4,5128,242169.7021,-0.149108887,0.989181519,0.046279907
01:15.4,5129,242169.7121,-0.148513794,0.986968994,0.047515869
01:15.4,5130,242169.7221,-0.149490356,0.986434937,0.046691895
01:15.5,5131,242169.7321,-0.15083313,0.986907959,0.046447754
01:15.5,5132,242169.7421,-0.151901245,0.988708496,0.04586792
01:15.5,5133,242169.7521,-0.152450562,0.989425659,0.046066284
01:15.5,5134,242169.7621,-0.150650024,0.987182617,0.048217773
01:15.5,5135,242169.7722,-0.148986816,0.985900879,0.049530029
01:15.5,5136,242169.7822,-0.148681641,0.985168457,0.048294067
01:15.5,5137,242169.7922,-0.14855957,0.98425293,0.046508789
01:15.5,5138,242169.8022,-0.148956299,0.984115601,0.045303345
01:15.5,5139,242169.8122,-0.150466919,0.982803345,0.044769287
01:15.5,5140,242169.8222,-0.150970459,0.984375,0.044815063
01:15.6,5141,242169.8322,-0.14982605,0.984970093,0.043914795
01:15.6,5142,242169.8422,-0.148254395,0.987106323,0.044464111
01:15.6,5143,242169.8522,-0.147445679,0.986999512,0.044876099
01:15.6,5144,242169.8622,-0.145339966,0.989639282,0.043151855
01:15.6,5145,242169.8722,-0.145309448,0.989776611,0.042816162
01:15.6,5146,242169.8823,-0.146713257,0.988479614,0.041625977
01:15.6,5147,242169.8923,-0.147171021,0.989318848,0.041687012
01:15.6,5148,242169.9023,-0.147537231,0.989105225,0.041244507
01:15.6,5149,242169.9123,-0.147979736,0.9894104,0.042098999
01:15.6,5150,242169.9223,-0.148193359,0.988861084,0.04208374
01:15.7,5151,242169.9323,-0.148696899,0.987670898,0.041610718
01:15.7,5152,242169.9423,-0.147918701,0.986557007,0.042724609
01:15.7,5153,242169.9523,-0.14781189,0.987228394,0.043502808
01:15.7,5154,242169.9623,-0.14730835,0.98727417,0.042633057
01:15.7,5155,242169.9723,-0.146591187,0.987472534,0.043319702
01:15.7,5156,242169.9823,-0.147567749,0.987518311,0.043823242
01:15.7,5157,242169.9924,-0.14881897,0.987045288,0.045288086
01:15.7,5158,242170.0024,-0.149261475,0.985870361,0.04460144
01:15.7,5159,242170.0124,-0.149642944,0.984619141,0.044662476
01:15.7,5160,242170.0224,-0.151229858,0.985137939,0.045455933
01:15.8,5161,242170.0324,-0.15222168,0.986160278,0.045791626
01:15.8,5162,242170.0424,-0.153869629,0.986633301,0.047302246
01:15.8,5163,242170.0524,-0.153503418,0.98588562,0.047348022
01:15.8,5164,242170.0624,-0.153442383,0.985519409,0.049194336
01:15.8,5165,242170.0724,-0.152404785,0.984390259,0.050109863
01:15.8,5166,242170.0824,-0.1509552,0.984786987,0.049713135
01:15.8,5167,242170.0924,-0.149490356,0.985137939,0.04864502
01:15.8,5168,242170.1024,-0.149810791,0.985778809,0.04864502
01:15.8,5169,242170.1125,-0.150680542,0.98727417,0.048950195
01:15.8,5170,242170.1225,-0.150756836,0.986450195,0.049377441
01:15.9,5171,242170.1325,-0.149688721,0.985626221,0.047775269
01:15.9,5172,242170.1425,-0.149993896,0.986358643,0.048019409
01:15.9,5173,242170.1525,-0.149215698,0.987564087,0.048294067
01:15.9,5174,242170.1625,-0.148803711,0.989044189,0.048141479
01:15.9,5175,242170.1725,-0.148178101,0.987869263,0.046829224
01:15.9,5176,242170.1825,-0.147842407,0.986999512,0.046829224
01:15.9,5177,242170.1925,-0.148208618,0.988113403,0.045822144
01:15.9,5178,242170.2025,-0.148300171,0.988601685,0.045913696
01:15.9,5179,242170.2125,-0.149017334,0.987548828,0.045166016
01:15.9,5180,242170.2226,-0.149169922,0.986831665,0.046539307
01:16.0,5181,242170.2326,-0.150588989,0.987091064,0.045837402
01:16.0,5182,242170.2426,-0.150283813,0.98664856,0.045349121
01:16.0,5183,242170.2526,-0.150741577,0.986297607,0.046463013
01:16.0,5184,242170.2626,-0.150756836,0.986083984,0.045928955
01:16.0,5185,242170.2726,-0.150161743,0.987442017,0.046310425
01:16.0,5186,242170.2826,-0.15057373,0.988632202,0.046112061
01:16.0,5187,242170.2926,-0.150253296,0.986663818,0.045196533
01:16.0,5188,242170.3026,-0.151123047,0.984283447,0.047225952
01:16.0,5189,242170.3126,-0.151885986,0.984191895,0.048492432
01:16.0,5190,242170.3226,-0.151260376,0.985031128,0.048828125
01:16.1,5191,242170.3326,-0.151199341,0.985092163,0.049514771
01:16.1,5192,242170.3427,-0.151397705,0.984130859,0.047973633
01:16.1,5193,242170.3527,-0.150558472,0.98538208,0.049362183
01:16.1,5194,242170.3627,-0.150924683,0.988586426,0.04725647
01:16.1,5195,242170.3727,-0.151351929,0.988983154,0.045913696
01:16.1,5196,242170.3827,-0.151702881,0.988616943,0.047653198
01:16.1,5197,242170.3927,-0.152832031,0.988754272,0.048873901
01:16.1,5198,242170.4027,-0.152023315,0.988555908,0.049301147
01:16.1,5199,242170.4127,-0.152893066,0.986068726,0.049865723
