loggingTime(txt),loggingSample(N),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G)
2021-11-09 15:06:53.094 -0600,1,51709.820673875,0.275115966796875,-0.4341278076171875,-0.8018951416015625
2021-11-09 15:06:53.095 -0600,2,51709.83070187501,0.28192138671875,-0.45477294921875,-0.86785888671875
2021-11-09 15:06:53.095 -0600,3,51709.840728875,0.288848876953125,-0.4489288330078125,-0.9043121337890625
2021-11-09 15:06:53.101 -0600,4,51709.85075587501,0.2980194091796875,-0.4373321533203125,-0.90631103515625
2021-11-09 15:06:53.111 -0600,5,51709.860782875,0.3038330078125,-0.4332122802734375,-0.9143218994140625
2021-11-09 15:06:53.120 -0600,6,51709.870810875,0.2999725341796875,-0.4289398193359375,-0.90216064453125
2021-11-09 15:06:53.131 -0600,7,51709.880837875,0.297637939453125,-0.416839599609375,-0.8901519775390625
2021-11-09 15:06:53.141 -0600,8,51709.890864875,0.2981719970703125,-0.40179443359375,-0.8853302001953125
2021-11-09 15:06:53.151 -0600,9,51709.900891875,0.284881591796875,-0.3871612548828125,-0.8725433349609375
2021-11-09 15:06:53.161 -0600,10,51709.910919875,0.2766571044921875,-0.3805084228515625,-0.8635406494140625
2021-11-09 15:06:53.171 -0600,11,51709.92094687501,0.2807769775390625,-0.38714599609375,-0.8640289306640625
2021-11-09 15:06:53.183 -0600,12,51709.930973875,0.27996826171875,-0.3985748291015625,-0.8650665283203125
2021-11-09 15:06:53.191 -0600,13,51709.94100087501,0.28326416015625,-0.403533935546875,-0.88031005859375
2021-11-09 15:06:53.201 -0600,14,51709.951028875,0.2774658203125,-0.398162841796875,-0.8885040283203125
2021-11-09 15:06:53.211 -0600,15,51709.96105587501,0.2672882080078125,-0.392425537109375,-0.882049560546875
2021-11-09 15:06:53.221 -0600,16,51709.971082875,0.2557525634765625,-0.389129638671875,-0.8678131103515625
2021-11-09 15:06:53.231 -0600,17,51709.981110875,0.2413787841796875,-0.394775390625,-0.8653106689453125
2021-11-09 15:06:53.241 -0600,18,51709.991137875,0.2356414794921875,-0.3982391357421875,-0.85906982421875
2021-11-09 15:06:53.251 -0600,19,51710.001164875,0.238983154296875,-0.3831787109375,-0.8443756103515625
2021-11-09 15:06:53.261 -0600,20,51710.011191875,0.242279052734375,-0.367156982421875,-0.8350677490234375
2021-11-09 15:06:53.271 -0600,21,51710.021219875,0.2473907470703125,-0.366241455078125,-0.82904052734375
2021-11-09 15:06:53.281 -0600,22,51710.03124687501,0.257110595703125,-0.3667449951171875,-0.8483428955078125
2021-11-09 15:06:53.291 -0600,23,51710.041273875,0.260650634765625,-0.3790130615234375,-0.89013671875
2021-11-09 15:06:53.301 -0600,24,51710.05130087501,0.2498016357421875,-0.387603759765625,-0.893218994140625
2021-11-09 15:06:53.311 -0600,25,51710.061328875,0.239532470703125,-0.3767547607421875,-0.8577117919921875
2021-11-09 15:06:53.321 -0600,26,51710.07135587501,0.2233428955078125,-0.36627197265625,-0.8237762451171875
2021-11-09 15:06:53.332 -0600,27,51710.081382875,0.2051239013671875,-0.3538665771484375,-0.821990966796875
2021-11-09 15:06:53.341 -0600,28,51710.091409875,0.17095947265625,-0.2885894775390625,-0.8005523681640625
2021-11-09 15:06:53.351 -0600,29,51710.101437875,0.1739349365234375,-0.2551422119140625,-0.75653076171875
2021-11-09 15:06:53.361 -0600,30,51710.111464875,0.1669464111328125,-0.2719573974609375,-0.750213623046875
2021-11-09 15:06:53.371 -0600,31,51710.121491875,0.1405487060546875,-0.282745361328125,-0.7579345703125
2021-11-09 15:06:53.382 -0600,32,51710.131519875,0.1071014404296875,-0.2818450927734375,-0.7689361572265625
2021-11-09 15:06:53.391 -0600,33,51710.14154687501,0.0941314697265625,-0.2785186767578125,-0.7745208740234375
2021-11-09 15:06:53.401 -0600,34,51710.151573875,0.10064697265625,-0.290863037109375,-0.7532196044921875
2021-11-09 15:06:53.411 -0600,35,51710.16160087501,0.092315673828125,-0.296356201171875,-0.73089599609375
2021-11-09 15:06:53.421 -0600,36,51710.171628875,0.0707855224609375,-0.291473388671875,-0.6960601806640625
2021-11-09 15:06:53.432 -0600,37,51710.181655875,0.0527191162109375,-0.282012939453125,-0.651458740234375
2021-11-09 15:06:53.442 -0600,38,51710.191682875,0.034271240234375,-0.2702178955078125,-0.6101531982421875
2021-11-09 15:06:53.451 -0600,39,51710.201709875,0.0109710693359375,-0.2524871826171875,-0.5812225341796875
2021-11-09 15:06:53.462 -0600,40,51710.211737875,-0.0160980224609375,-0.2486114501953125,-0.5756683349609375
2021-11-09 15:06:53.472 -0600,41,51710.22176466667,0.001495361328125,-0.2474365234375,-0.6015625
2021-11-09 15:06:53.484 -0600,42,51710.23179166667,0.069488525390625,-0.2600250244140625,-0.705902099609375
2021-11-09 15:06:53.492 -0600,43,51710.24181866667,0.15838623046875,-0.2703857421875,-0.803375244140625
2021-11-09 15:06:53.502 -0600,44,51710.25184666667,0.2241973876953125,-0.2598724365234375,-0.7930145263671875
2021-11-09 15:06:53.512 -0600,45,51710.26187366667,0.2497711181640625,-0.2614288330078125,-0.8638763427734375
2021-11-09 15:06:53.522 -0600,46,51710.27190066667,0.272796630859375,-0.277740478515625,-0.9248046875
2021-11-09 15:06:53.532 -0600,47,51710.28192766667,0.2879791259765625,-0.2990570068359375,-0.920074462890625
2021-11-09 15:06:53.544 -0600,48,51710.29195566667,0.311065673828125,-0.2707366943359375,-0.9296112060546875
2021-11-09 15:06:53.552 -0600,49,51710.30198266667,0.3284912109375,-0.25213623046875,-0.927154541015625
2021-11-09 15:06:53.562 -0600,50,51710.31200966667,0.351806640625,-0.2544403076171875,-0.9581298828125
2021-11-09 15:06:53.572 -0600,51,51710.32203766667,0.4231414794921875,-0.2856597900390625,-1.055740356445312
2021-11-09 15:06:53.582 -0600,52,51710.33206466667,0.466949462890625,-0.3022308349609375,-0.9771270751953125
2021-11-09 15:06:53.592 -0600,53,51710.34209166667,0.4528045654296875,-0.2832183837890625,-0.7577056884765625
2021-11-09 15:06:53.604 -0600,54,51710.35211866667,0.5611724853515625,-0.2439117431640625,-0.7598876953125
2021-11-09 15:06:53.612 -0600,55,51710.36214666667,0.674468994140625,-0.2025299072265625,-0.88397216796875
2021-11-09 15:06:53.622 -0600,56,51710.37217366667,0.777496337890625,-0.2065277099609375,-0.8833160400390625
2021-11-09 15:06:53.632 -0600,57,51710.38220066667,0.7140350341796875,-0.258514404296875,-0.8572540283203125
2021-11-09 15:06:53.642 -0600,58,51710.39222766667,0.574066162109375,-0.187103271484375,-0.78155517578125
2021-11-09 15:06:53.652 -0600,59,51710.40225566667,0.4482574462890625,0.03631591796875,-0.746185302734375
2021-11-09 15:06:53.664 -0600,60,51710.41228266667,0.4126129150390625,0.1357269287109375,-0.8011016845703125
2021-11-09 15:06:53.672 -0600,61,51710.42230966667,0.5211334228515625,0.115814208984375,-0.8164825439453125
2021-11-09 15:06:53.682 -0600,62,51710.43233666667,0.5949859619140625,0.0347442626953125,-0.7581024169921875
2021-11-09 15:06:53.692 -0600,63,51710.44236466667,0.6329193115234375,-0.0299835205078125,-0.7107086181640625
2021-11-09 15:06:53.702 -0600,64,51710.45239166667,0.6889801025390625,-0.0116119384765625,-0.722503662109375
2021-11-09 15:06:53.712 -0600,65,51710.46241866667,0.69720458984375,0.067138671875,-0.65753173828125
2021-11-09 15:06:53.724 -0600,66,51710.47244566667,0.682708740234375,0.14019775390625,-0.5933685302734375
2021-11-09 15:06:53.732 -0600,67,51710.48247366667,0.672119140625,0.15875244140625,-0.5565643310546875
2021-11-09 15:06:53.742 -0600,68,51710.49250066667,0.652587890625,0.19970703125,-0.5378875732421875
2021-11-09 15:06:53.752 -0600,69,51710.50252766667,0.6543426513671875,0.243011474609375,-0.597381591796875
2021-11-09 15:06:53.762 -0600,70,51710.51255566667,0.6638946533203125,0.221771240234375,-0.6329498291015625
2021-11-09 15:06:53.772 -0600,71,51710.52258266667,0.7089691162109375,0.1724700927734375,-0.631927490234375
2021-11-09 15:06:53.784 -0600,72,51710.53260966667,0.7740478515625,0.137054443359375,-0.617462158203125
2021-11-09 15:06:53.793 -0600,73,51710.54263666667,0.8275604248046875,0.13726806640625,-0.5932769775390625
2021-11-09 15:06:53.802 -0600,74,51710.55266466667,0.84906005859375,0.1478271484375,-0.5548095703125
2021-11-09 15:06:53.813 -0600,75,51710.56269166667,0.8483428955078125,0.156585693359375,-0.51336669921875
2021-11-09 15:06:53.822 -0600,76,51710.57271866667,0.849273681640625,0.1837005615234375,-0.510345458984375
2021-11-09 15:06:53.833 -0600,77,51710.58274566667,0.85968017578125,0.2269287109375,-0.5056915283203125
2021-11-09 15:06:53.844 -0600,78,51710.59277366667,0.8809967041015625,0.2500457763671875,-0.5290985107421875
2021-11-09 15:06:53.853 -0600,79,51710.60280066667,0.8885498046875,0.2508697509765625,-0.556640625
2021-11-09 15:06:53.863 -0600,80,51710.61282766667,0.9017791748046875,0.2408599853515625,-0.5622711181640625
2021-11-09 15:06:53.873 -0600,81,51710.62285466667,0.9326324462890625,0.2308197021484375,-0.562103271484375
2021-11-09 15:06:53.883 -0600,82,51710.63288266667,0.9691925048828125,0.22735595703125,-0.5438232421875
2021-11-09 15:06:53.893 -0600,83,51710.64290966667,0.984649658203125,0.2364959716796875,-0.5208587646484375
2021-11-09 15:06:53.904 -0600,84,51710.65293666667,0.9975128173828125,0.2596588134765625,-0.5184478759765625
2021-11-09 15:06:53.913 -0600,85,51710.66296466667,1.002365112304688,0.27178955078125,-0.5087738037109375
2021-11-09 15:06:53.923 -0600,86,51710.67299166667,0.9870452880859375,0.259979248046875,-0.51678466796875
2021-11-09 15:06:53.933 -0600,87,51710.68301866667,1.0050048828125,0.28192138671875,-0.5367584228515625
2021-11-09 15:06:53.943 -0600,88,51710.69304566667,1.030609130859375,0.3102569580078125,-0.52001953125
2021-11-09 15:06:53.953 -0600,89,51710.70307366667,1.047698974609375,0.3141021728515625,-0.5356292724609375
2021-11-09 15:06:53.964 -0600,90,51710.71310066667,1.069732666015625,0.3032379150390625,-0.548736572265625
2021-11-09 15:06:53.973 -0600,91,51710.72312766667,1.079727172851562,0.285675048828125,-0.5575714111328125
2021-11-09 15:06:53.983 -0600,92,51710.73315466667,1.08599853515625,0.2722625732421875,-0.5713348388671875
2021-11-09 15:06:53.993 -0600,93,51710.74318266667,1.095001220703125,0.278839111328125,-0.5591278076171875
2021-11-09 15:06:54.003 -0600,94,51710.75320966667,1.100509643554688,0.29913330078125,-0.5546722412109375
2021-11-09 15:06:54.013 -0600,95,51710.76323666667,1.100723266601562,0.3293304443359375,-0.521209716796875
2021-11-09 15:06:54.024 -0600,96,51710.77326366667,1.081695556640625,0.3336944580078125,-0.50018310546875
2021-11-09 15:06:54.033 -0600,97,51710.78329166667,1.069488525390625,0.332305908203125,-0.482177734375
2021-11-09 15:06:54.043 -0600,98,51710.79331866667,1.066574096679688,0.3357391357421875,-0.4984130859375
2021-11-09 15:06:54.053 -0600,99,51710.80334566667,1.04620361328125,0.34576416015625,-0.4779510498046875
2021-11-09 15:06:54.063 -0600,100,51710.81337266667,1.032196044921875,0.355133056640625,-0.4550933837890625
2021-11-09 15:06:54.073 -0600,101,51710.82340066667,1.042144775390625,0.359619140625,-0.42987060546875
2021-11-09 15:06:54.083 -0600,102,51710.83342766667,1.052032470703125,0.34747314453125,-0.4098968505859375
2021-11-09 15:06:54.094 -0600,103,51710.84345466667,1.077926635742188,0.3330535888671875,-0.3826141357421875
2021-11-09 15:06:54.103 -0600,104,51710.85348266667,1.106948852539062,0.3458404541015625,-0.3637237548828125
2021-11-09 15:06:54.114 -0600,105,51710.86350966667,1.0994873046875,0.3757781982421875,-0.3432769775390625
2021-11-09 15:06:54.123 -0600,106,51710.87353666667,1.093902587890625,0.3839874267578125,-0.315826416015625
2021-11-09 15:06:54.133 -0600,107,51710.88356366667,1.082244873046875,0.3648834228515625,-0.3528900146484375
2021-11-09 15:06:54.147 -0600,108,51710.89359166667,1.067520141601562,0.342529296875,-0.3706207275390625
2021-11-09 15:06:54.154 -0600,109,51710.90361866667,1.048980712890625,0.312103271484375,-0.3330078125
2021-11-09 15:06:54.164 -0600,110,51710.91364566667,1.00885009765625,0.2817230224609375,-0.27532958984375
2021-11-09 15:06:54.173 -0600,111,51710.92367266667,1.022323608398438,0.2825469970703125,-0.2609405517578125
2021-11-09 15:06:54.183 -0600,112,51710.93370066667,1.087066650390625,0.2972869873046875,-0.258819580078125
2021-11-09 15:06:54.194 -0600,113,51710.94372766667,1.130615234375,0.2928924560546875,-0.2421112060546875
2021-11-09 15:06:54.204 -0600,114,51710.95375466667,1.130966186523438,0.266204833984375,-0.24169921875
2021-11-09 15:06:54.214 -0600,115,51710.96378266667,1.113998413085938,0.2335662841796875,-0.2500152587890625
2021-11-09 15:06:54.224 -0600,116,51710.97380966667,1.069198608398438,0.1899871826171875,-0.211639404296875
2021-11-09 15:06:54.234 -0600,117,51710.98383666667,1.03021240234375,0.173858642578125,-0.1844635009765625
2021-11-09 15:06:54.244 -0600,118,51710.99386366667,1.011306762695312,0.1788787841796875,-0.1741485595703125
2021-11-09 15:06:54.254 -0600,119,51711.00389166667,1.003555297851562,0.17718505859375,-0.1535797119140625
2021-11-09 15:06:54.264 -0600,120,51711.01391866667,0.9739532470703125,0.1650848388671875,-0.1483917236328125
2021-11-09 15:06:54.274 -0600,121,51711.02394566667,0.9596405029296875,0.1656494140625,-0.123138427734375
2021-11-09 15:06:54.284 -0600,122,51711.03397266667,0.9537506103515625,0.1591796875,-0.0839996337890625
2021-11-09 15:06:54.294 -0600,123,51711.04400066667,0.9418487548828125,0.196563720703125,-0.1057891845703125
2021-11-09 15:06:54.304 -0600,124,51711.05402766667,0.897918701171875,0.1943359375,-0.095367431640625
